SeriesID,SeriesCode,Series,Unit,Database,Year,AreaName,AreaCode,DisaggregationGroup,Disaggregation1,Disaggregation2,Value,Notes,Source,LastModifiedOn
8810,HHA4213-%_HH-CHILDREN-,HH06 - Households with Internet access at home - %_HH - CHILDREN,% of households,ITU Households Database,2018,Japan,JPN,Family,Children,,99.83766233766234,Estimated by the following method; (The number of households by which the age of householder is more than 20 years old)*(Survey result(%)),Ministry of Internal Affairs and Communications,2026-07-06
8820,HHA4213-%_HH-URBAN-,HH06 - Households with Internet access at home - %_HH - URBAN,% of households,ITU Households Database,2018,Japan,JPN,Location,Urban,,96.54633710874295,Estimated by the following method; (The number of households by which the age of householder is more than 20 years old)*(Survey result(%)),Ministry of Internal Affairs and Communications,2026-07-05
8819,HHA4213-%_HH-RURAL-,HH06 - Households with Internet access at home - %_HH - RURAL,% of households,ITU Households Database,2018,Japan,JPN,Location,Rural,,95.32208807831721,Estimated by the following method; (The number of households by which the age of householder is more than 20 years old)*(Survey result(%)),Ministry of Internal Affairs and Communications,2026-07-06
8812,HHA4213-%_HH-CHILDREN-URBAN,HH06 - Households with Internet access at home - %_HH - CHILDREN - URBAN,% of households,ITU Households Database,2018,Japan,JPN,Location,Children,Urban,100,Estimated by the following method; (The number of households by which the age of householder is more than 20 years old)*(Survey result(%)),Ministry of Internal Affairs and Communications,2024-07-08
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2018,Japan,JPN,,,,95.7364048338369,Estimated by the following method; (The number of households by which the age of householder is more than 20 years old)*(Survey result(%)),Ministry of Internal Affairs and Communications,2024-01-23
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2018,Jamaica,JAM,,,,64.4063907613756,,Statistical Institute of Jamaica,2024-01-23
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2018,Jordan,JOR,,,,41.644060713598,,ITU estimate,2021-11-29
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2018,Kenya,KEN,,,,12.089848413724,,ITU estimate,2021-11-29
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2018,Kiribati,KIR,,,,47.18177767,,Multiple Indicator Cluster Survey 2018-19,2024-01-23
12047,xHH6_IDI,Estimated proportion of households with Internet access at home,% of households,ITU World Telecommunication Indicators Database,2018,Korea (Rep. of),KOR,,,,99.4781793888529,,Ministriy of Sceience and ICT(MSIT),2024-01-23
8811,HHA4213-%_HH-CHILDREN-RURAL,HH06 - Households with Internet access at home - %_HH - CHILDREN - RURAL,% of households,ITU Households Database,2018,Korea (Rep. of),KOR,Location,Children,Rural,100,,Ministriy of Sceience and ICT(MSIT),2024-07-08
