"MUNICIPIO","TIPO DE EMPRESA","ENTIDAD","TIENE RESIDUOS POSTCONSUMO EN SU CASA?","DONDE ENTREGA LOS RESIDUOS","SABE QUE SIGNIFICA LA SIGLA RAEE","HA PARTICIPADO EN LAS JORNADAS DE RECOLECCION DE RESIDUOS POSTCONSUMO RAEE","COMO SE ENTERARON DE ESTA JORNADA","HA USADO APLICACIONES","UTILIZARIA UNA APP PARA RAEE?"
"CÚCUTA","PÚBLICA","SECRETARÍA DE AGUA POTABLE Y SANEAMIENTO BÁSICO DE NORTE DE SANTANDER","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"EL ZULIA","PÚBLICA","INSTITUCION EDUCATIVA INSTITUTO AGRÍCOLA RISARALDA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACION","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","IDS","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","RADIO","NO","Sí"
"CÚCUTA","PÚBLICA","VIHONCO","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","ALCALDÍA DE OCAÑA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACION DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","ALCALDÍA DE CÚCUTA","SI","LOS DEJO EN CASA","NO","NO","NO SABIA QUE EXISTE","NO","Sí"
"TIBÚ","PÚBLICA","ALCALDÍA  DE TIBU","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"VILLA DEL ROSARIO","PÚBLICA","I.E. INSTITUTO AGRÍCOLA RISARALDA","SI","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","EJC","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","MI HOGAR","NO","LOS DEJO EN CASA","NO","NO","NO SABIA QUE EXISTE","NO","No conozco de tecnología"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"SALAZAR DE LAS PALMAS","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","SI","LOS DEJO EN CASA","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"LOS PATIOS","AMA DE CASA","AMA DE CASA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","COMERCIANTE","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"LOS PATIOS","DESEMPLEADO","NO TENGO TRABAJO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","INFORMACIÓN DIRECTA","SI","Sí, No"
"CÚCUTA","PRIVADA","VANESSA","NO","LOS DEJO EN CASA","NO","NO","INFORMACION DIRECTA","NO","Sí"
"CÚCUTA","AMA DE CASA","AMA DE CASA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","INFORMACION DIRECTA","SI","Sí"
"CHINÁCOTA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","PUBLICACIÓN EN SEDE  ELECTRÓNICA","SI","Sí"
"CÚCUTA","PRIVADA","ALKIEQUIPOS S.A.S","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","No conozco de tecnología"
"CUCUTILLA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","SOY INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","PUBLICACIÓN EN SEDE  ELECTRÓNICA","NO","Sí"
"EL ZULIA","PÚBLICA","INSTITUTO AGRÍCOLA RISARALDA DE EL ZULIA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","NO","Sí"
"VILLA DEL ROSARIO","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","TNS SAS","SI","LOS DEJO EN CASA","SI","NO","CORREO ELECTRÓNICO","NO","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE EDUCACIÓN MUNICIPAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"SAN CAYETANO","DESEMPLEADO","COLEGUIO","NO","VOTO A LA BASURA","NO","NO","PORMEDIO DE PERSONAS","NO","No"
"CÚCUTA","PRIVADA","OPE COLOMBIA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","No"
"CUCUTILLA","PÚBLICA","ALCALDÍA CUCUTILLA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","BDC","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN NORTE DE SANTANDER","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","PROGRAMAS DE LA GOBERNACION","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","ARMADA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","INFORMACIÓN DIRECTA","SI","No me interesa el tema"
"CÚCUTA","PÚBLICA","GOBERNACIÓN NORTE DE SANTANDER","NO","LOS DEJO EN CASA","NO","SI","REDES SOCIALES","SI","No"
"LOS PATIOS","PÚBLICA","I.E. PATIOS CENTRO NO. 2 SEDE SABANA","NO","LOS DEJO EN CASA","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","EL PORTICO","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","REDES SOCIALES","NO","No"
"CÚCUTA","PÚBLICA","ALCALDIA DE EL ZULIA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","NO","Sí"
"CÚCUTA","PÚBLICA","GOBERNACION DE NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA, PUBLICACIÓN EN SEDE  ELECTRÓNICA","SI","Sí"
"CUCUTILLA","TRABAJADOR INDEPENDIENTE","HOGAR","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES","NO","Sí"
"EL ZULIA","PÚBLICA","SECRETARIA EDUCACIÓN DEPARTAMENTAL","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","GOBERNACION NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","NO","SECRETARIA DE VIAS -GOBERNACION NORTE DE SANTANDER","SI","No"
"CUCUTILLA","TRABAJADOR INDEPENDIENTE","SALÓN DE BELLEZA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","COLEGIO LA SALLE","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","COLEGIO LA SALLE","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CUCUTILLA","TRABAJADOR INDEPENDIENTE","VENTAS","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS VENDE A UNA EMPRESA RECICLADORA","NO","NO","REDES SOCIALES","NO","Sí"
"OCAÑA","PÚBLICA","COLEGIO LA SALLE","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","SECRETARIA AGRICULTURA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","LEISER","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","NO","No"
"OCAÑA","PÚBLICA","COL SALLE","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","CORREO ELECTRÓNICO","SI","Sí"
"VILLA DEL ROSARIO","PÚBLICA","UNIVERSIDAD DE PAMPLONA","SI","LOS DEJO EN CASA","NO","NO","CORREO ELECTRÓNICO","SI","Sí"
"VILLA DEL ROSARIO","PRIVADA","MERQUEO","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","IDS","SI","LOS ENTREGA A LA EMPRESA DEL ASEO, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CHINÁCOTA","PÚBLICA","SECRETARIA DE EDUCACIÓN","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","INSTITUCIÓN EDUCATIVA AGUSTINA FERRO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN NORTE DE SANTANDER SECRETARIA DE AGRICULTURA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CASA","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"LOS PATIOS","PÚBLICA","SECRETARIA DEPARTAMENTAL DE EDUCACIÓN","NO","LOS DEJO EN CASA","NO","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN NORTE DE SANTANDER","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","PRIVADA","GOPACK365","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","RADIO","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITUTO DEPARTAMENTAL DE SALUD","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, PUBLICACIÓN EN SEDE  ELECTRÓNICA","NO","Sí"
"CÚCUTA","PÚBLICA","ALCALDÍA DE CÚCUTA","SI","VOTO A LA BASURA","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES","SI","No"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CENTRALES ELECTRICAS DEL NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","NO","NO SABIA QUE EXISTE","SI","Sí"
"OCAÑA","TRABAJADOR INDEPENDIENTE","CONTRATISTA CON LA SECRETARÍA DE AGRICULTURA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, RADIO","SI","Sí"
"EL ZULIA","PÚBLICA","I.E FRANCISCO DE PAULA SANTANDER DE EL ZULIA","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES, SECRETARÍA TIC","SI","Sí"
"CÚCUTA","PÚBLICA","MAGISTERIO","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"CÁCHIRA","PÚBLICA","INSTITUTO TÉCNICO AGRÍCOLA","SI","LOS ENTREGO A LA EMPRESA DE ASEO EN UNA BOLSA JUNTO CON LOS DEMAS DESPERDICIOS.","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"OCAÑA","PÚBLICA","I E COLEGIO LA SALLE","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","NPI","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","CORREO ELECTRÓNICO","NO","Sí"
"CÚCUTA","PRIVADA","TRANSPORTE SANCHEZ","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","NO SABIA QUE EXISTE","SI","Sí"
"CÚCUTA","PÚBLICA","CORPONOR","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","SI","REDES SOCIALES","SI","Sí"
"LOS PATIOS","PRIVADA","ÓPTICA VISUAL","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES, PUBLICACIÓN EN SEDE  ELECTRÓNICA, RADIO, TELEVISIÓN, CORREO ELECTRÓNICO","SI","Sí"
"CÚCUTA","PRIVADA","COLEGIO SAGRADOS CORAZONES","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","NO","NO","REDES SOCIALES","NO","Sí"
"PAMPLONA","PÚBLICA","UNIVERSIDAD DE PAMPLONA","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","NO","NO SABIA QUE EXISTE","NO","No"
"CÚCUTA","PÚBLICA","GOBERNACION DE NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"BOCHALEMA","DESEMPLEADO","UNIVERSIDAD DE PAMPLONA","NO","LOS DEJO EN CASA","SI","NO","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","RED SALUD INTEGRAL","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","DESEMPLEADO","SENA","NO","LOS DEJO EN CASA","NO","NO","TELEVISIÓN","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","PANADERÍA LAS RICURAS DE YANITH","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","NO SABIA QUE EXISTE","NO","Sí"
"LOS PATIOS","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PRIVADA","QUINTA ORIENTAL","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, PUBLICACIÓN EN SEDE  ELECTRÓNICA","NO","Sí"
"CÚCUTA","DESEMPLEADO","SIN EMPLEO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","DIAN","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, PUBLICACIÓN EN SEDE  ELECTRÓNICA","NO","Sí"
"CÚCUTA","PRIVADA","CENTRALES ELÉCTRICAS DE NORTE DE SANTANDER","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"VILLA DEL ROSARIO","TRABAJADOR INDEPENDIENTE","TERRACRAFT","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","NO","No"
"CÚCUTA","PRIVADA","MEDICLINICOS SUMINISTROS","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PRIVADA","EMPRESA DE TRANSPORTES TONCHALA S.A","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","REDES SOCIALES","NO","Sí"
"LOS PATIOS","TRABAJADOR INDEPENDIENTE","LAS CACHANAS","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES, INFORMACIÓN DIRECTA, PUBLICACIÓN EN SEDE  ELECTRÓNICA, RADIO, TELEVISIÓN","SI","Sí"
"CÚCUTA","PRIVADA","MEDMOVIL","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"CÚCUTA","PRIVADA","TERRITORIO ALMANCEN","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","TRABAJADOR INDEPENDIENTE","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","NO","Sí"
"LOS PATIOS","TRABAJADOR INDEPENDIENTE","NO TENGO TRABAJO","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACIÓN DIRECTA","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","NO","No me interesa el tema"
"CÚCUTA","PÚBLICA","SECRETARIA DE AGRICULTURA","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","AMA DE CASA","CASA","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","INFORMACION DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","SEMGERD","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","PÚBLICA","SECRETARIA DE DESARROLLO SOCIAL","NO","LOS DEJO EN CASA","SI","NO","REDES SOCIALES","SI","Sí"
"VILLA DEL ROSARIO","PÚBLICA","ALCALDIA DE VILLA DEL ROSARIO","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN","SI","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN NORTE DE SANTANDER","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"LOS PATIOS","PÚBLICA","SECRETARIA DE DESARROLLO SOCIAL","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","INFORMACIÓN DIRECTA","SI","No"
"CÚCUTA","PRIVADA","CENTRO ODONTOLOGICO","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","INSTITUTO DEPARTAMENTAL DE SALUD","SI","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","NO","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","SI","REDES SOCIALES","SI","No"
"LOS PATIOS","PÚBLICA","GOBERNACION NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","TRABAJO INDEPENDIENTE","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","CLIPTECH","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","NO","NO","REDES SOCIALES","SI","No"
"CÚCUTA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","SI","LOS ENTREGA A LA EMPRESA DEL ASEO","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"GRAMALOTE","PÚBLICA","SECRETARIA DE DESARROLLO SOCIAL","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","REDES SOCIALES","SI","Sí"
"OCAÑA","PÚBLICA","SEC.  DE DESARROLLO SOCIAL, GOBERNACION N.S.","NO","LOS ENTREGA A LOS PUNTOS DE RECOLECCIÓN AUTORIZADOS (GESTORES DE RECOLECCIÓN DE RESIDUOS POSTCONSUMO)","SI","SI","REDES SOCIALES, RADIO, TELEVISIÓN","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","FABRICA DE CALZADO","NO","LOS DEJO EN CASA","NO","NO","INFORMACION DIRECTA","SI","Sí"
"LOS PATIOS","TRABAJADOR INDEPENDIENTE","COMERCIO","NO","LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","SI","POR MEDIO DE CARRO AVISANDO QUE SE SAQUEN LOS ELECTRODOMESTIXOS","NO","No conozco de tecnología"
"SALAZAR DE LAS PALMAS","PÚBLICA","SECRETARIA DE EDUCACIÓN, NORTE/SANTANDER","NO","LOS DEJO EN CASA","NO","NO","REDES SOCIALES","SI","Sí"
"CÚCUTA","PÚBLICA","GOBERNACIÓN DE NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES, INFORMACIÓN DIRECTA, CORREO ELECTRÓNICO","SI","Sí"
"CÁCOTA","TRABAJADOR INDEPENDIENTE","METALURGICA","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","No"
"LOS PATIOS","PÚBLICA","GOBERNACIÓN","NO","LOS DEJO EN CASA","SI",,"REDES SOCIALES","SI","Sí"
"LA PLAYA DE BELÉN","PÚBLICA","SECRETARIA DE EDUCACIÓN NORTE DE SANTANDER","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES, CORREO ELECTRÓNICO","NO","Sí"
"CÚCUTA","TRABAJADOR INDEPENDIENTE","INDEPENDIENTE","NO","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","NO","NO","REDES SOCIALES","NO","Sí"
"HERRÁN","PÚBLICA","COLEGIO PERPETUO SOCORRO","SI","LOS VENDE A UNA EMPRESA RECICLADORA, LOS REGALA A UN FAMILIAR, AMIGO O VECINO","SI","SI","INFORMACIÓN DIRECTA","SI","Sí"
"EL ZULIA","PÚBLICA","COLEGIO FRANCISCO DE PAULA SANTANDER","NO","LOS DEJO EN CASA","SI","SI","REDES SOCIALES","SI","Sí"
