SeriesID,SeriesCode,Series,Unit,Database,Year,AreaName,AreaCode,DisaggregationGroup,Disaggregation1,Disaggregation2,Value,Notes,Source,LastModifiedOn
8908,HHA422-%_HH-CHILDREN-URBAN,HH04 - Households with a computer - %_HH - CHILDREN - URBAN,% of households,ITU Households Database,2019,Peru,PER,Location,Children,Urban,39.453811883026006,,Instituto Nacional de Estadística e Informática - INEI,2026-07-06
8917,HHA422-%_HH--,HH04 - Households with a computer - %_HH,% of households,ITU Households Database,2019,Peru,PER,,,,32.12588768296716,,Instituto Nacional de Estadistica e Informatica,2026-07-05
8906,HHA422-%_HH-CHILDREN-,HH04 - Households with a computer - %_HH - CHILDREN,% of households,ITU Households Database,2019,Peru,PER,Family,Children,,32.16964344818668,,Instituto Nacional de Estadística e Informática - INEI,2026-07-06
8914,HHA422-%_HH-NOCHILDREN-URBAN,HH04 - Households with a computer - %_HH - NOCHILDREN - URBAN,% of households,ITU Households Database,2019,Peru,PER,Location,No Children,Urban,39.819295531894106,,Instituto Nacional de Estadística e Informática - INEI,2026-07-05
8915,HHA422-%_HH-RURAL-,HH04 - Households with a computer - %_HH - RURAL,% of households,ITU Households Database,2019,Peru,PER,Location,Rural,,6.423004351329864,,Instituto Nacional de Estadística e Informática - INEI,2026-07-06
8916,HHA422-%_HH-URBAN-,HH04 - Households with a computer - %_HH - URBAN,% of households,ITU Households Database,2019,Peru,PER,Location,Urban,,39.63666617631285,,Instituto Nacional de Estadística e Informática - INEI,2026-07-05
8917,HHA422-%_HH--,HH04 - Households with a computer - %_HH,% of households,ITU Households Database,2019,Puerto Rico,PRI,,,,76.26214578874824,,Puerto Rico Institute of Statistics,2026-07-06
8906,HHA422-%_HH-CHILDREN-,HH04 - Households with a computer - %_HH - CHILDREN,% of households,ITU Households Database,2019,Qatar,QAT,Family,Children,,97.33556791040283,,Ministry of Transport and Communications,2026-07-06
8912,HHA422-%_HH-NOCHILDREN-,HH04 - Households with a computer - %_HH - NOCHILDREN,% of households,ITU Households Database,2019,Qatar,QAT,Family,No Children,,79.5774928162635,,Ministry of Transport and Communications,2024-07-08
8908,HHA422-%_HH-CHILDREN-URBAN,HH04 - Households with a computer - %_HH - CHILDREN - URBAN,% of households,ITU Households Database,2019,Qatar,QAT,Location,Children,Urban,97.33556791040283,,Ministry of Transport and Communications,2026-07-05
8916,HHA422-%_HH-URBAN-,HH04 - Households with a computer - %_HH - URBAN,% of households,ITU Households Database,2019,Qatar,QAT,Location,Urban,,87.4323873181035,,Ministry of Transport and Communications,2024-07-08
8914,HHA422-%_HH-NOCHILDREN-URBAN,HH04 - Households with a computer - %_HH - NOCHILDREN - URBAN,% of households,ITU Households Database,2019,Qatar,QAT,Location,No Children,Urban,79.5774928162635,,Ministry of Transport and Communications,2024-07-08
8917,HHA422-%_HH--,HH04 - Households with a computer - %_HH,% of households,ITU Households Database,2019,Qatar,QAT,,,,87.43236104884208,,Ministry of Transport and Communications,2026-07-06
