nivel,fuente,pais_region,anio,variable,valor,unidad
global,OWID,Africa (UN),2010,pct_raee_reciclado,0.11,%
global,OWID,Africa (UN),2011,pct_raee_reciclado,0.11,%
global,OWID,Africa (UN),2012,pct_raee_reciclado,0.0,%
global,OWID,Africa (UN),2013,pct_raee_reciclado,0.0,%
global,OWID,Africa (UN),2014,pct_raee_reciclado,0.0,%
global,OWID,Africa (UN),2015,pct_raee_reciclado,0.72,%
global,OWID,Africa (UN),2016,pct_raee_reciclado,0.71,%
global,OWID,Africa (UN),2017,pct_raee_reciclado,0.7,%
global,OWID,Africa (UN),2018,pct_raee_reciclado,0.72,%
global,OWID,Africa (UN),2019,pct_raee_reciclado,0.73,%
global,OWID,Africa (UN),2020,pct_raee_reciclado,0.73,%
global,OWID,Africa (UN),2021,pct_raee_reciclado,0.72,%
global,OWID,Africa (UN),2022,pct_raee_reciclado,0.71,%
global,OWID,Asia (UN),2010,pct_raee_reciclado,7.77,%
global,OWID,Asia (UN),2011,pct_raee_reciclado,6.42,%
global,OWID,Asia (UN),2012,pct_raee_reciclado,4.65,%
global,OWID,Asia (UN),2013,pct_raee_reciclado,12.41,%
global,OWID,Asia (UN),2014,pct_raee_reciclado,11.28,%
global,OWID,Asia (UN),2015,pct_raee_reciclado,11.64,%
global,OWID,Asia (UN),2016,pct_raee_reciclado,11.9,%
global,OWID,Asia (UN),2017,pct_raee_reciclado,11.85,%
global,OWID,Asia (UN),2018,pct_raee_reciclado,11.94,%
global,OWID,Asia (UN),2019,pct_raee_reciclado,11.99,%
global,OWID,Asia (UN),2020,pct_raee_reciclado,12.16,%
global,OWID,Asia (UN),2021,pct_raee_reciclado,12.06,%
global,OWID,Asia (UN),2022,pct_raee_reciclado,11.84,%
global,OWID,Australia,2019,pct_raee_reciclado,54.33,%
global,OWID,Australia and New Zealand (UN SDG),2012,pct_raee_reciclado,8.29,%
global,OWID,Australia and New Zealand (UN SDG),2013,pct_raee_reciclado,7.84,%
global,OWID,Australia and New Zealand (UN SDG),2014,pct_raee_reciclado,7.85,%
global,OWID,Australia and New Zealand (UN SDG),2015,pct_raee_reciclado,9.11,%
global,OWID,Australia and New Zealand (UN SDG),2016,pct_raee_reciclado,9.12,%
global,OWID,Australia and New Zealand (UN SDG),2017,pct_raee_reciclado,9.12,%
global,OWID,Australia and New Zealand (UN SDG),2018,pct_raee_reciclado,9.12,%
global,OWID,Australia and New Zealand (UN SDG),2019,pct_raee_reciclado,42.87,%
global,OWID,Australia and New Zealand (UN SDG),2020,pct_raee_reciclado,42.76,%
global,OWID,Australia and New Zealand (UN SDG),2021,pct_raee_reciclado,42.8,%
global,OWID,Australia and New Zealand (UN SDG),2022,pct_raee_reciclado,42.76,%
global,OWID,Austria,2005,pct_raee_reciclado,73.1,%
global,OWID,Austria,2006,pct_raee_reciclado,79.5,%
global,OWID,Austria,2007,pct_raee_reciclado,78.7,%
global,OWID,Austria,2008,pct_raee_reciclado,79.7,%
global,OWID,Austria,2009,pct_raee_reciclado,79.0,%
global,OWID,Austria,2010,pct_raee_reciclado,79.9,%
global,OWID,Austria,2011,pct_raee_reciclado,81.5,%
global,OWID,Austria,2012,pct_raee_reciclado,80.0,%
global,OWID,Austria,2013,pct_raee_reciclado,79.0,%
global,OWID,Austria,2014,pct_raee_reciclado,79.6,%
global,OWID,Austria,2015,pct_raee_reciclado,81.1,%
global,OWID,Austria,2016,pct_raee_reciclado,81.8,%
global,OWID,Austria,2017,pct_raee_reciclado,80.2,%
global,OWID,Austria,2018,pct_raee_reciclado,79.8,%
global,OWID,Bangladesh,2020,pct_raee_reciclado,96.09,%
global,OWID,Bangladesh,2021,pct_raee_reciclado,96.56,%
global,OWID,Belarus,2022,pct_raee_reciclado,26.82,%
global,OWID,Belarus,2023,pct_raee_reciclado,28.01,%
global,OWID,Belgium,2005,pct_raee_reciclado,73.8,%
global,OWID,Belgium,2006,pct_raee_reciclado,76.7,%
global,OWID,Belgium,2007,pct_raee_reciclado,79.9,%
global,OWID,Belgium,2008,pct_raee_reciclado,77.0,%
global,OWID,Belgium,2009,pct_raee_reciclado,78.0,%
global,OWID,Belgium,2010,pct_raee_reciclado,80.2,%
global,OWID,Belgium,2011,pct_raee_reciclado,77.7,%
global,OWID,Belgium,2012,pct_raee_reciclado,78.4,%
global,OWID,Belgium,2013,pct_raee_reciclado,79.1,%
global,OWID,Belgium,2014,pct_raee_reciclado,76.7,%
global,OWID,Belgium,2015,pct_raee_reciclado,77.4,%
global,OWID,Belgium,2016,pct_raee_reciclado,72.5,%
global,OWID,Belgium,2017,pct_raee_reciclado,75.1,%
global,OWID,Belgium,2018,pct_raee_reciclado,72.5,%
global,OWID,Bulgaria,2007,pct_raee_reciclado,63.8,%
global,OWID,Bulgaria,2008,pct_raee_reciclado,65.1,%
global,OWID,Bulgaria,2009,pct_raee_reciclado,76.3,%
global,OWID,Bulgaria,2010,pct_raee_reciclado,78.4,%
global,OWID,Bulgaria,2011,pct_raee_reciclado,82.3,%
global,OWID,Bulgaria,2012,pct_raee_reciclado,84.0,%
global,OWID,Bulgaria,2013,pct_raee_reciclado,83.5,%
global,OWID,Bulgaria,2014,pct_raee_reciclado,84.9,%
global,OWID,Bulgaria,2015,pct_raee_reciclado,85.6,%
global,OWID,Bulgaria,2016,pct_raee_reciclado,81.5,%
global,OWID,Bulgaria,2017,pct_raee_reciclado,83.7,%
global,OWID,Bulgaria,2018,pct_raee_reciclado,81.0,%
global,OWID,Canada,2010,pct_raee_reciclado,70.75,%
global,OWID,Canada,2012,pct_raee_reciclado,67.3,%
global,OWID,Canada,2014,pct_raee_reciclado,66.11,%
global,OWID,Canada,2016,pct_raee_reciclado,62.08,%
global,OWID,Canada,2018,pct_raee_reciclado,23.18,%
global,OWID,Canada,2020,pct_raee_reciclado,21.04,%
global,OWID,Canada,2022,pct_raee_reciclado,20.58,%
global,OWID,Central and Southern Asia (UN SDG),2015,pct_raee_reciclado,0.0,%
global,OWID,Central and Southern Asia (UN SDG),2016,pct_raee_reciclado,0.83,%
global,OWID,Central and Southern Asia (UN SDG),2017,pct_raee_reciclado,1.09,%
global,OWID,Central and Southern Asia (UN SDG),2018,pct_raee_reciclado,1.09,%
global,OWID,Central and Southern Asia (UN SDG),2019,pct_raee_reciclado,1.1,%
global,OWID,Central and Southern Asia (UN SDG),2020,pct_raee_reciclado,1.1,%
global,OWID,Central and Southern Asia (UN SDG),2021,pct_raee_reciclado,1.11,%
global,OWID,Central and Southern Asia (UN SDG),2022,pct_raee_reciclado,1.11,%
global,OWID,Colombia,2021,pct_raee_reciclado,2.26,%
global,OWID,Costa Rica,2019,pct_raee_reciclado,7.62,%
global,OWID,Costa Rica,2020,pct_raee_reciclado,7.41,%
global,OWID,Costa Rica,2021,pct_raee_reciclado,8.16,%
global,OWID,Costa Rica,2022,pct_raee_reciclado,8.47,%
global,OWID,Costa Rica,2023,pct_raee_reciclado,8.56,%
global,OWID,Croatia,2012,pct_raee_reciclado,92.3,%
global,OWID,Croatia,2013,pct_raee_reciclado,97.4,%
global,OWID,Croatia,2014,pct_raee_reciclado,95.7,%
global,OWID,Croatia,2015,pct_raee_reciclado,92.5,%
global,OWID,Croatia,2016,pct_raee_reciclado,96.3,%
global,OWID,Croatia,2017,pct_raee_reciclado,95.2,%
global,OWID,Croatia,2018,pct_raee_reciclado,91.2,%
global,OWID,Cyprus,2009,pct_raee_reciclado,79.2,%
global,OWID,Cyprus,2010,pct_raee_reciclado,71.6,%
global,OWID,Cyprus,2011,pct_raee_reciclado,78.9,%
global,OWID,Cyprus,2012,pct_raee_reciclado,86.6,%
global,OWID,Cyprus,2013,pct_raee_reciclado,80.3,%
global,OWID,Cyprus,2014,pct_raee_reciclado,89.4,%
global,OWID,Cyprus,2015,pct_raee_reciclado,91.0,%
global,OWID,Cyprus,2016,pct_raee_reciclado,87.8,%
global,OWID,Cyprus,2017,pct_raee_reciclado,78.3,%
global,OWID,Czechia,2007,pct_raee_reciclado,75.4,%
global,OWID,Czechia,2008,pct_raee_reciclado,75.7,%
global,OWID,Czechia,2009,pct_raee_reciclado,74.8,%
global,OWID,Czechia,2010,pct_raee_reciclado,86.7,%
global,OWID,Czechia,2011,pct_raee_reciclado,86.8,%
global,OWID,Czechia,2012,pct_raee_reciclado,80.6,%
global,OWID,Czechia,2013,pct_raee_reciclado,91.1,%
global,OWID,Czechia,2014,pct_raee_reciclado,85.5,%
global,OWID,Czechia,2015,pct_raee_reciclado,82.5,%
global,OWID,Czechia,2016,pct_raee_reciclado,90.0,%
global,OWID,Czechia,2017,pct_raee_reciclado,86.9,%
global,OWID,Czechia,2018,pct_raee_reciclado,84.7,%
global,OWID,Denmark,2006,pct_raee_reciclado,79.9,%
global,OWID,Denmark,2007,pct_raee_reciclado,81.5,%
global,OWID,Denmark,2008,pct_raee_reciclado,90.4,%
global,OWID,Denmark,2009,pct_raee_reciclado,82.6,%
global,OWID,Denmark,2010,pct_raee_reciclado,83.5,%
global,OWID,Denmark,2011,pct_raee_reciclado,92.0,%
global,OWID,Denmark,2012,pct_raee_reciclado,84.4,%
global,OWID,Denmark,2013,pct_raee_reciclado,82.6,%
global,OWID,Denmark,2014,pct_raee_reciclado,83.0,%
global,OWID,Denmark,2015,pct_raee_reciclado,84.2,%
global,OWID,Denmark,2016,pct_raee_reciclado,86.4,%
global,OWID,Denmark,2017,pct_raee_reciclado,85.8,%
global,OWID,Denmark,2018,pct_raee_reciclado,80.7,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2010,pct_raee_reciclado,10.57,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2011,pct_raee_reciclado,8.74,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2012,pct_raee_reciclado,6.33,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2013,pct_raee_reciclado,16.95,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2014,pct_raee_reciclado,15.36,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2015,pct_raee_reciclado,15.03,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2016,pct_raee_reciclado,15.25,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2017,pct_raee_reciclado,15.17,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2018,pct_raee_reciclado,15.38,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2019,pct_raee_reciclado,15.48,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2020,pct_raee_reciclado,15.8,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2021,pct_raee_reciclado,15.69,%
global,OWID,Eastern and South-Eastern Asia (UN SDG),2022,pct_raee_reciclado,15.62,%
global,OWID,Ecuador,2013,pct_raee_reciclado,546.02,%
global,OWID,Ecuador,2014,pct_raee_reciclado,382.81,%
global,OWID,Ecuador,2015,pct_raee_reciclado,295.74,%
global,OWID,Estonia,2007,pct_raee_reciclado,83.2,%
global,OWID,Estonia,2008,pct_raee_reciclado,81.4,%
global,OWID,Estonia,2009,pct_raee_reciclado,82.7,%
global,OWID,Estonia,2010,pct_raee_reciclado,82.7,%
global,OWID,Estonia,2011,pct_raee_reciclado,69.5,%
global,OWID,Estonia,2012,pct_raee_reciclado,80.4,%
global,OWID,Estonia,2013,pct_raee_reciclado,66.0,%
global,OWID,Estonia,2014,pct_raee_reciclado,85.1,%
global,OWID,Estonia,2015,pct_raee_reciclado,86.7,%
global,OWID,Estonia,2016,pct_raee_reciclado,86.7,%
global,OWID,Estonia,2017,pct_raee_reciclado,85.7,%
global,OWID,Estonia,2018,pct_raee_reciclado,85.7,%
global,OWID,Europe (UN),2010,pct_raee_reciclado,38.82,%
global,OWID,Europe (UN),2011,pct_raee_reciclado,37.57,%
global,OWID,Europe (UN),2012,pct_raee_reciclado,35.41,%
global,OWID,Europe (UN),2013,pct_raee_reciclado,34.91,%
global,OWID,Europe (UN),2014,pct_raee_reciclado,34.29,%
global,OWID,Europe (UN),2015,pct_raee_reciclado,37.2,%
global,OWID,Europe (UN),2016,pct_raee_reciclado,42.28,%
global,OWID,Europe (UN),2017,pct_raee_reciclado,41.96,%
global,OWID,Europe (UN),2018,pct_raee_reciclado,42.53,%
global,OWID,Europe (UN),2019,pct_raee_reciclado,43.38,%
global,OWID,Europe (UN),2020,pct_raee_reciclado,43.33,%
global,OWID,Europe (UN),2021,pct_raee_reciclado,42.83,%
global,OWID,Europe (UN),2022,pct_raee_reciclado,42.77,%
global,OWID,Europe and Northern America (UN SDG),2010,pct_raee_reciclado,44.7,%
global,OWID,Europe and Northern America (UN SDG),2011,pct_raee_reciclado,44.18,%
global,OWID,Europe and Northern America (UN SDG),2012,pct_raee_reciclado,43.05,%
global,OWID,Europe and Northern America (UN SDG),2013,pct_raee_reciclado,43.05,%
global,OWID,Europe and Northern America (UN SDG),2014,pct_raee_reciclado,37.52,%
global,OWID,Europe and Northern America (UN SDG),2015,pct_raee_reciclado,44.92,%
global,OWID,Europe and Northern America (UN SDG),2016,pct_raee_reciclado,47.05,%
global,OWID,Europe and Northern America (UN SDG),2017,pct_raee_reciclado,46.43,%
global,OWID,Europe and Northern America (UN SDG),2018,pct_raee_reciclado,46.67,%
global,OWID,Europe and Northern America (UN SDG),2019,pct_raee_reciclado,46.63,%
global,OWID,Europe and Northern America (UN SDG),2020,pct_raee_reciclado,46.63,%
global,OWID,Europe and Northern America (UN SDG),2021,pct_raee_reciclado,46.34,%
global,OWID,Europe and Northern America (UN SDG),2022,pct_raee_reciclado,46.31,%
global,OWID,Finland,2005,pct_raee_reciclado,81.8,%
global,OWID,Finland,2006,pct_raee_reciclado,78.8,%
global,OWID,Finland,2007,pct_raee_reciclado,79.1,%
global,OWID,Finland,2008,pct_raee_reciclado,82.4,%
global,OWID,Finland,2009,pct_raee_reciclado,86.9,%
global,OWID,Finland,2010,pct_raee_reciclado,88.5,%
global,OWID,Finland,2011,pct_raee_reciclado,89.1,%
global,OWID,Finland,2012,pct_raee_reciclado,89.4,%
global,OWID,Finland,2013,pct_raee_reciclado,87.9,%
global,OWID,Finland,2014,pct_raee_reciclado,87.8,%
global,OWID,Finland,2015,pct_raee_reciclado,92.5,%
global,OWID,Finland,2016,pct_raee_reciclado,88.9,%
global,OWID,Finland,2017,pct_raee_reciclado,90.0,%
global,OWID,Finland,2018,pct_raee_reciclado,89.7,%
global,OWID,France,2006,pct_raee_reciclado,26.9,%
global,OWID,France,2007,pct_raee_reciclado,71.6,%
global,OWID,France,2008,pct_raee_reciclado,75.9,%
global,OWID,France,2009,pct_raee_reciclado,73.9,%
global,OWID,France,2010,pct_raee_reciclado,77.4,%
global,OWID,France,2011,pct_raee_reciclado,77.9,%
global,OWID,France,2012,pct_raee_reciclado,76.7,%
global,OWID,France,2013,pct_raee_reciclado,78.7,%
global,OWID,France,2014,pct_raee_reciclado,80.8,%
global,OWID,France,2015,pct_raee_reciclado,81.9,%
global,OWID,France,2016,pct_raee_reciclado,81.9,%
global,OWID,France,2017,pct_raee_reciclado,81.9,%
global,OWID,France,2018,pct_raee_reciclado,74.2,%
global,OWID,Germany,2006,pct_raee_reciclado,79.6,%
global,OWID,Germany,2007,pct_raee_reciclado,80.8,%
global,OWID,Germany,2008,pct_raee_reciclado,80.6,%
global,OWID,Germany,2009,pct_raee_reciclado,80.3,%
global,OWID,Germany,2010,pct_raee_reciclado,82.8,%
global,OWID,Germany,2011,pct_raee_reciclado,83.9,%
global,OWID,Germany,2012,pct_raee_reciclado,83.5,%
global,OWID,Germany,2013,pct_raee_reciclado,82.8,%
global,OWID,Germany,2014,pct_raee_reciclado,84.2,%
global,OWID,Germany,2015,pct_raee_reciclado,79.3,%
global,OWID,Germany,2016,pct_raee_reciclado,86.7,%
global,OWID,Germany,2017,pct_raee_reciclado,85.8,%
global,OWID,Germany,2018,pct_raee_reciclado,85.6,%
global,OWID,Greece,2005,pct_raee_reciclado,31.4,%
global,OWID,Greece,2006,pct_raee_reciclado,82.6,%
global,OWID,Greece,2007,pct_raee_reciclado,77.2,%
global,OWID,Greece,2008,pct_raee_reciclado,82.8,%
global,OWID,Greece,2009,pct_raee_reciclado,84.5,%
global,OWID,Greece,2010,pct_raee_reciclado,98.0,%
global,OWID,Greece,2011,pct_raee_reciclado,90.9,%
global,OWID,Greece,2012,pct_raee_reciclado,90.2,%
global,OWID,Greece,2013,pct_raee_reciclado,90.6,%
global,OWID,Greece,2014,pct_raee_reciclado,84.0,%
global,OWID,Greece,2015,pct_raee_reciclado,89.6,%
global,OWID,Greece,2016,pct_raee_reciclado,85.4,%
global,OWID,Greece,2017,pct_raee_reciclado,78.8,%
global,OWID,Greece,2018,pct_raee_reciclado,80.7,%
global,OWID,Honduras,2019,pct_raee_reciclado,34.81,%
global,OWID,Honduras,2020,pct_raee_reciclado,3.76,%
global,OWID,Honduras,2021,pct_raee_reciclado,10.33,%
global,OWID,Honduras,2022,pct_raee_reciclado,14.39,%
global,OWID,Honduras,2023,pct_raee_reciclado,15.49,%
global,OWID,Hungary,2005,pct_raee_reciclado,78.3,%
global,OWID,Hungary,2006,pct_raee_reciclado,76.7,%
global,OWID,Hungary,2007,pct_raee_reciclado,78.6,%
global,OWID,Hungary,2008,pct_raee_reciclado,82.0,%
global,OWID,Hungary,2009,pct_raee_reciclado,83.4,%
global,OWID,Hungary,2010,pct_raee_reciclado,82.3,%
global,OWID,Hungary,2011,pct_raee_reciclado,87.7,%
global,OWID,Hungary,2012,pct_raee_reciclado,81.5,%
global,OWID,Hungary,2013,pct_raee_reciclado,87.7,%
global,OWID,Hungary,2014,pct_raee_reciclado,87.0,%
global,OWID,Hungary,2015,pct_raee_reciclado,83.3,%
global,OWID,Hungary,2016,pct_raee_reciclado,84.0,%
global,OWID,Hungary,2017,pct_raee_reciclado,84.2,%
global,OWID,Hungary,2018,pct_raee_reciclado,83.5,%
global,OWID,Iceland,2009,pct_raee_reciclado,66.7,%
global,OWID,Iceland,2010,pct_raee_reciclado,66.6,%
global,OWID,Iceland,2011,pct_raee_reciclado,71.3,%
global,OWID,Iceland,2012,pct_raee_reciclado,73.8,%
global,OWID,Iceland,2013,pct_raee_reciclado,63.8,%
global,OWID,Iceland,2014,pct_raee_reciclado,73.7,%
global,OWID,Iceland,2015,pct_raee_reciclado,76.2,%
global,OWID,Iceland,2016,pct_raee_reciclado,79.2,%
global,OWID,Iceland,2017,pct_raee_reciclado,92.0,%
global,OWID,Iceland,2018,pct_raee_reciclado,90.4,%
global,OWID,Iran,2018,pct_raee_reciclado,100.0,%
global,OWID,Iran,2019,pct_raee_reciclado,100.0,%
global,OWID,Iran,2020,pct_raee_reciclado,100.0,%
global,OWID,Iran,2021,pct_raee_reciclado,100.0,%
global,OWID,Iran,2022,pct_raee_reciclado,100.0,%
global,OWID,Iran,2023,pct_raee_reciclado,100.0,%
global,OWID,Ireland,2007,pct_raee_reciclado,83.6,%
global,OWID,Ireland,2008,pct_raee_reciclado,78.5,%
global,OWID,Ireland,2009,pct_raee_reciclado,82.0,%
global,OWID,Ireland,2010,pct_raee_reciclado,80.3,%
global,OWID,Ireland,2011,pct_raee_reciclado,82.1,%
global,OWID,Ireland,2012,pct_raee_reciclado,83.4,%
global,OWID,Ireland,2013,pct_raee_reciclado,83.3,%
global,OWID,Ireland,2014,pct_raee_reciclado,83.7,%
global,OWID,Ireland,2015,pct_raee_reciclado,83.2,%
global,OWID,Ireland,2016,pct_raee_reciclado,85.1,%
global,OWID,Ireland,2017,pct_raee_reciclado,83.8,%
global,OWID,Ireland,2018,pct_raee_reciclado,82.9,%
global,OWID,Israel,2021,pct_raee_reciclado,63.38,%
global,OWID,Israel,2022,pct_raee_reciclado,50.36,%
global,OWID,Israel,2023,pct_raee_reciclado,54.15,%
global,OWID,Italy,2007,pct_raee_reciclado,69.8,%
global,OWID,Italy,2008,pct_raee_reciclado,85.2,%
global,OWID,Italy,2009,pct_raee_reciclado,87.4,%
global,OWID,Italy,2010,pct_raee_reciclado,86.2,%
global,OWID,Italy,2011,pct_raee_reciclado,93.1,%
global,OWID,Italy,2012,pct_raee_reciclado,80.0,%
global,OWID,Italy,2013,pct_raee_reciclado,88.0,%
global,OWID,Italy,2014,pct_raee_reciclado,82.3,%
global,OWID,Italy,2015,pct_raee_reciclado,85.7,%
global,OWID,Italy,2017,pct_raee_reciclado,88.9,%
global,OWID,Italy,2018,pct_raee_reciclado,84.3,%
global,OWID,Japan,2010,pct_raee_reciclado,39.12,%
global,OWID,Japan,2011,pct_raee_reciclado,29.12,%
global,OWID,Japan,2012,pct_raee_reciclado,19.71,%
global,OWID,Japan,2013,pct_raee_reciclado,21.07,%
global,OWID,Japan,2014,pct_raee_reciclado,19.41,%
global,OWID,Japan,2015,pct_raee_reciclado,18.01,%
global,OWID,Japan,2016,pct_raee_reciclado,18.3,%
global,OWID,Japan,2017,pct_raee_reciclado,19.22,%
global,OWID,Japan,2018,pct_raee_reciclado,22.07,%
global,OWID,Japan,2019,pct_raee_reciclado,23.47,%
global,OWID,Japan,2020,pct_raee_reciclado,24.52,%
global,OWID,Japan,2021,pct_raee_reciclado,23.69,%
global,OWID,Japan,2022,pct_raee_reciclado,22.9,%
global,OWID,Kazakhstan,2016,pct_raee_reciclado,0.64,%
global,OWID,Kazakhstan,2017,pct_raee_reciclado,6.3,%
global,OWID,Kazakhstan,2018,pct_raee_reciclado,2.04,%
global,OWID,Kazakhstan,2019,pct_raee_reciclado,0.6,%
global,OWID,Latin America and the Caribbean (UN SDG),2010,pct_raee_reciclado,0.91,%
global,OWID,Latin America and the Caribbean (UN SDG),2011,pct_raee_reciclado,0.87,%
global,OWID,Latin America and the Caribbean (UN SDG),2012,pct_raee_reciclado,1.2,%
global,OWID,Latin America and the Caribbean (UN SDG),2013,pct_raee_reciclado,2.33,%
global,OWID,Latin America and the Caribbean (UN SDG),2014,pct_raee_reciclado,2.24,%
global,OWID,Latin America and the Caribbean (UN SDG),2015,pct_raee_reciclado,2.42,%
global,OWID,Latin America and the Caribbean (UN SDG),2016,pct_raee_reciclado,2.29,%
global,OWID,Latin America and the Caribbean (UN SDG),2017,pct_raee_reciclado,2.41,%
global,OWID,Latin America and the Caribbean (UN SDG),2018,pct_raee_reciclado,2.5,%
global,OWID,Latin America and the Caribbean (UN SDG),2019,pct_raee_reciclado,2.72,%
global,OWID,Latin America and the Caribbean (UN SDG),2020,pct_raee_reciclado,2.69,%
global,OWID,Latin America and the Caribbean (UN SDG),2021,pct_raee_reciclado,2.75,%
global,OWID,Latin America and the Caribbean (UN SDG),2022,pct_raee_reciclado,2.75,%
global,OWID,Latin America and the Caribbean (UN),2010,pct_raee_reciclado,0.91,%
global,OWID,Latin America and the Caribbean (UN),2011,pct_raee_reciclado,0.87,%
global,OWID,Latin America and the Caribbean (UN),2012,pct_raee_reciclado,1.2,%
global,OWID,Latin America and the Caribbean (UN),2013,pct_raee_reciclado,2.33,%
global,OWID,Latin America and the Caribbean (UN),2014,pct_raee_reciclado,2.24,%
global,OWID,Latin America and the Caribbean (UN),2015,pct_raee_reciclado,2.42,%
global,OWID,Latin America and the Caribbean (UN),2016,pct_raee_reciclado,2.29,%
global,OWID,Latin America and the Caribbean (UN),2017,pct_raee_reciclado,2.41,%
global,OWID,Latin America and the Caribbean (UN),2018,pct_raee_reciclado,2.5,%
global,OWID,Latin America and the Caribbean (UN),2019,pct_raee_reciclado,2.72,%
global,OWID,Latin America and the Caribbean (UN),2020,pct_raee_reciclado,2.69,%
global,OWID,Latin America and the Caribbean (UN),2021,pct_raee_reciclado,2.75,%
global,OWID,Latin America and the Caribbean (UN),2022,pct_raee_reciclado,2.75,%
global,OWID,Latvia,2007,pct_raee_reciclado,68.5,%
global,OWID,Latvia,2008,pct_raee_reciclado,69.7,%
global,OWID,Latvia,2009,pct_raee_reciclado,82.2,%
global,OWID,Latvia,2010,pct_raee_reciclado,84.6,%
global,OWID,Latvia,2011,pct_raee_reciclado,81.5,%
global,OWID,Latvia,2012,pct_raee_reciclado,83.6,%
global,OWID,Latvia,2013,pct_raee_reciclado,90.3,%
global,OWID,Latvia,2014,pct_raee_reciclado,90.3,%
global,OWID,Latvia,2015,pct_raee_reciclado,82.2,%
global,OWID,Latvia,2016,pct_raee_reciclado,88.5,%
global,OWID,Latvia,2017,pct_raee_reciclado,80.8,%
global,OWID,Latvia,2018,pct_raee_reciclado,81.4,%
global,OWID,Least Developed Countries (LDCs),2018,pct_raee_reciclado,0.08,%
global,OWID,Least Developed Countries (LDCs),2019,pct_raee_reciclado,0.13,%
global,OWID,Least Developed Countries (LDCs),2020,pct_raee_reciclado,0.15,%
global,OWID,Least Developed Countries (LDCs),2021,pct_raee_reciclado,0.15,%
global,OWID,Least Developed Countries (LDCs),2022,pct_raee_reciclado,0.15,%
global,OWID,Liechtenstein,2007,pct_raee_reciclado,100.0,%
global,OWID,Liechtenstein,2008,pct_raee_reciclado,100.0,%
global,OWID,Liechtenstein,2009,pct_raee_reciclado,100.0,%
global,OWID,Liechtenstein,2010,pct_raee_reciclado,100.0,%
global,OWID,Liechtenstein,2011,pct_raee_reciclado,75.0,%
global,OWID,Liechtenstein,2012,pct_raee_reciclado,75.0,%
global,OWID,Liechtenstein,2013,pct_raee_reciclado,75.0,%
global,OWID,Liechtenstein,2014,pct_raee_reciclado,75.0,%
global,OWID,Liechtenstein,2015,pct_raee_reciclado,73.0,%
global,OWID,Liechtenstein,2016,pct_raee_reciclado,73.0,%
global,OWID,Liechtenstein,2017,pct_raee_reciclado,73.0,%
global,OWID,Liechtenstein,2018,pct_raee_reciclado,73.0,%
global,OWID,Lithuania,2005,pct_raee_reciclado,42.6,%
global,OWID,Lithuania,2006,pct_raee_reciclado,63.4,%
global,OWID,Lithuania,2007,pct_raee_reciclado,62.3,%
global,OWID,Lithuania,2008,pct_raee_reciclado,61.8,%
global,OWID,Lithuania,2009,pct_raee_reciclado,77.1,%
global,OWID,Lithuania,2010,pct_raee_reciclado,72.4,%
global,OWID,Lithuania,2011,pct_raee_reciclado,70.3,%
global,OWID,Lithuania,2012,pct_raee_reciclado,68.7,%
global,OWID,Lithuania,2013,pct_raee_reciclado,69.5,%
global,OWID,Lithuania,2014,pct_raee_reciclado,75.7,%
global,OWID,Lithuania,2015,pct_raee_reciclado,80.7,%
global,OWID,Lithuania,2016,pct_raee_reciclado,82.3,%
global,OWID,Lithuania,2017,pct_raee_reciclado,82.2,%
global,OWID,Luxembourg,2006,pct_raee_reciclado,88.5,%
global,OWID,Luxembourg,2007,pct_raee_reciclado,85.4,%
global,OWID,Luxembourg,2008,pct_raee_reciclado,81.1,%
global,OWID,Luxembourg,2009,pct_raee_reciclado,84.8,%
global,OWID,Luxembourg,2010,pct_raee_reciclado,85.7,%
global,OWID,Luxembourg,2011,pct_raee_reciclado,86.0,%
global,OWID,Luxembourg,2012,pct_raee_reciclado,86.8,%
global,OWID,Luxembourg,2013,pct_raee_reciclado,87.6,%
global,OWID,Luxembourg,2014,pct_raee_reciclado,88.0,%
global,OWID,Luxembourg,2015,pct_raee_reciclado,86.9,%
global,OWID,Luxembourg,2016,pct_raee_reciclado,87.4,%
global,OWID,Luxembourg,2017,pct_raee_reciclado,89.1,%
global,OWID,Luxembourg,2018,pct_raee_reciclado,88.0,%
global,OWID,Malta,2005,pct_raee_reciclado,0.1,%
global,OWID,Malta,2006,pct_raee_reciclado,0.0,%
global,OWID,Malta,2007,pct_raee_reciclado,0.0,%
global,OWID,Malta,2008,pct_raee_reciclado,0.0,%
global,OWID,Malta,2009,pct_raee_reciclado,56.7,%
global,OWID,Malta,2010,pct_raee_reciclado,56.4,%
global,OWID,Malta,2011,pct_raee_reciclado,122.8,%
global,OWID,Malta,2012,pct_raee_reciclado,71.7,%
