departamento,anio,indicador,valor,nivel,fuente,unidad
Guaviare,2024,pct_personas_usan_computador,28.71490983,nacional,DANE_ECV,%
Huila,2024,pct_personas_usan_computador,21.9389064,nacional,DANE_ECV,%
La Guajira,2024,pct_personas_usan_computador,20.18677748,nacional,DANE_ECV,%
Magdalena,2024,pct_personas_usan_computador,20.46165005,nacional,DANE_ECV,%
Meta,2024,pct_personas_usan_computador,30.41621391,nacional,DANE_ECV,%
Nariño,2024,pct_personas_usan_computador,23.07480172,nacional,DANE_ECV,%
Norte de Santander,2024,pct_personas_usan_computador,25.81017381,nacional,DANE_ECV,%
Putumayo,2024,pct_personas_usan_computador,26.11099056,nacional,DANE_ECV,%
Quindío,2024,pct_personas_usan_computador,30.96575074,nacional,DANE_ECV,%
Risaralda,2024,pct_personas_usan_computador,28.99989692,nacional,DANE_ECV,%
San Andrés,2024,pct_personas_usan_computador,39.97285335,nacional,DANE_ECV,%
Santander,2024,pct_personas_usan_computador,36.51648122,nacional,DANE_ECV,%
Sucre,2024,pct_personas_usan_computador,22.86135011,nacional,DANE_ECV,%
Tolima,2024,pct_personas_usan_computador,30.36920792,nacional,DANE_ECV,%
Valle,2024,pct_personas_usan_computador,38.76562365,nacional,DANE_ECV,%
Vaupés,2024,pct_personas_usan_computador,27.32740271,nacional,DANE_ECV,%
Vichada,2024,pct_personas_usan_computador,8.13291533,nacional,DANE_ECV,%
Total nacional,2023,pct_personas_usan_computador,34.0993692033,nacional,DANE_ECV,%
Cabecera,2023,pct_personas_usan_computador,39.3444020921,nacional,DANE_ECV,%
Centros poblados y rural disperso,2023,pct_personas_usan_computador,16.4843033158,nacional,DANE_ECV,%
Amazonas,2023,pct_personas_usan_computador,27.2315929114,nacional,DANE_ECV,%
Antioquia,2023,pct_personas_usan_computador,33.738342781,nacional,DANE_ECV,%
Arauca,2023,pct_personas_usan_computador,21.6690260639,nacional,DANE_ECV,%
Atlántico,2023,pct_personas_usan_computador,34.3748416321,nacional,DANE_ECV,%
Bogotá D.C.,2023,pct_personas_usan_computador,53.4496303346,nacional,DANE_ECV,%
Bolívar,2023,pct_personas_usan_computador,25.0576463086,nacional,DANE_ECV,%
Boyacá,2023,pct_personas_usan_computador,34.4634367817,nacional,DANE_ECV,%
Caldas,2023,pct_personas_usan_computador,35.5030145984,nacional,DANE_ECV,%
Caquetá,2023,pct_personas_usan_computador,21.2103550608,nacional,DANE_ECV,%
Casanare,2023,pct_personas_usan_computador,30.4493391767,nacional,DANE_ECV,%
Cauca,2023,pct_personas_usan_computador,25.2397795443,nacional,DANE_ECV,%
Cesar,2023,pct_personas_usan_computador,27.3856559259,nacional,DANE_ECV,%
Córdoba,2023,pct_personas_usan_computador,22.7494058151,nacional,DANE_ECV,%
Cundinamarca,2023,pct_personas_usan_computador,38.1271556707,nacional,DANE_ECV,%
Chocó,2023,pct_personas_usan_computador,14.1422503058,nacional,DANE_ECV,%
Guainía,2023,pct_personas_usan_computador,25.7512579887,nacional,DANE_ECV,%
Guaviare,2023,pct_personas_usan_computador,25.0489503291,nacional,DANE_ECV,%
Huila,2023,pct_personas_usan_computador,25.3249918841,nacional,DANE_ECV,%
La Guajira,2023,pct_personas_usan_computador,22.7892743092,nacional,DANE_ECV,%
Magdalena,2023,pct_personas_usan_computador,21.7307423217,nacional,DANE_ECV,%
Meta,2023,pct_personas_usan_computador,33.1823770715,nacional,DANE_ECV,%
Nariño,2023,pct_personas_usan_computador,25.4498154123,nacional,DANE_ECV,%
Norte de Santander,2023,pct_personas_usan_computador,24.8478948059,nacional,DANE_ECV,%
Putumayo,2023,pct_personas_usan_computador,25.78743495,nacional,DANE_ECV,%
Quindío,2023,pct_personas_usan_computador,33.294441636,nacional,DANE_ECV,%
Risaralda,2023,pct_personas_usan_computador,33.7633473364,nacional,DANE_ECV,%
San Andrés,2023,pct_personas_usan_computador,33.0657669556,nacional,DANE_ECV,%
Santander,2023,pct_personas_usan_computador,35.2276718086,nacional,DANE_ECV,%
Sucre,2023,pct_personas_usan_computador,21.828627863,nacional,DANE_ECV,%
Tolima,2023,pct_personas_usan_computador,29.6012899682,nacional,DANE_ECV,%
Valle,2023,pct_personas_usan_computador,35.6376446926,nacional,DANE_ECV,%
Vaupés,2023,pct_personas_usan_computador,24.4569582429,nacional,DANE_ECV,%
Vichada,2023,pct_personas_usan_computador,5.8337048262,nacional,DANE_ECV,%
Total nacional,2019,pct_personas_usan_computador,39.60753472,nacional,DANE_ECV,%
Cabecera,2019,pct_personas_usan_computador,45.4035764,nacional,DANE_ECV,%
Centros poblados y rural disperso,2019,pct_personas_usan_computador,20.97982082,nacional,DANE_ECV,%
Amazonas,2019,pct_personas_usan_computador,15.53633593,nacional,DANE_ECV,%
Antioquia,2019,pct_personas_usan_computador,38.70389581,nacional,DANE_ECV,%
Arauca,2019,pct_personas_usan_computador,23.58663315,nacional,DANE_ECV,%
Atlántico,2019,pct_personas_usan_computador,41.25430231,nacional,DANE_ECV,%
Bogotá D.C.,2019,pct_personas_usan_computador,54.80315806,nacional,DANE_ECV,%
Bolívar,2019,pct_personas_usan_computador,38.51473691,nacional,DANE_ECV,%
Boyacá,2019,pct_personas_usan_computador,35.18524612,nacional,DANE_ECV,%
Caldas,2019,pct_personas_usan_computador,33.90952433,nacional,DANE_ECV,%
Caquetá,2019,pct_personas_usan_computador,24.93780205,nacional,DANE_ECV,%
Casanare,2019,pct_personas_usan_computador,35.98521556,nacional,DANE_ECV,%
Cauca,2019,pct_personas_usan_computador,32.24853568,nacional,DANE_ECV,%
Cesar,2019,pct_personas_usan_computador,32.40214181,nacional,DANE_ECV,%
Córdoba,2019,pct_personas_usan_computador,31.61239009,nacional,DANE_ECV,%
Cundinamarca,2019,pct_personas_usan_computador,41.53747849,nacional,DANE_ECV,%
Chocó,2019,pct_personas_usan_computador,22.65638218,nacional,DANE_ECV,%
Guainía,2019,pct_personas_usan_computador,25.41661111,nacional,DANE_ECV,%
Guaviare,2019,pct_personas_usan_computador,30.90216438,nacional,DANE_ECV,%
Huila,2019,pct_personas_usan_computador,33.27518969,nacional,DANE_ECV,%
La Guajira,2019,pct_personas_usan_computador,25.62577782,nacional,DANE_ECV,%
Magdalena,2019,pct_personas_usan_computador,35.65898324,nacional,DANE_ECV,%
Meta,2019,pct_personas_usan_computador,37.31125744,nacional,DANE_ECV,%
Nariño,2019,pct_personas_usan_computador,34.97130282,nacional,DANE_ECV,%
Norte de Santander,2019,pct_personas_usan_computador,36.14794228,nacional,DANE_ECV,%
Putumayo,2019,pct_personas_usan_computador,28.06407467,nacional,DANE_ECV,%
Quindío,2019,pct_personas_usan_computador,36.77247018,nacional,DANE_ECV,%
Risaralda,2019,pct_personas_usan_computador,39.51921814,nacional,DANE_ECV,%
San Andrés,2019,pct_personas_usan_computador,43.22776898,nacional,DANE_ECV,%
Santander,2019,pct_personas_usan_computador,39.93213072,nacional,DANE_ECV,%
Sucre,2019,pct_personas_usan_computador,30.0150058,nacional,DANE_ECV,%
Tolima,2019,pct_personas_usan_computador,38.4755097,nacional,DANE_ECV,%
Valle,2019,pct_personas_usan_computador,41.51083896,nacional,DANE_ECV,%
Vaupés,2019,pct_personas_usan_computador,18.24702779,nacional,DANE_ECV,%
Vichada,2019,pct_personas_usan_computador,10.81997185,nacional,DANE_ECV,%
Total nacional,2022,pct_personas_usan_computador,33.9346402,nacional,DANE_ECV,%
Cabecera,2022,pct_personas_usan_computador,39.5090013,nacional,DANE_ECV,%
Centros poblados y rural disperso,2022,pct_personas_usan_computador,15.3524424,nacional,DANE_ECV,%
Amazonas,2022,pct_personas_usan_computador,30.2159195,nacional,DANE_ECV,%
Antioquia,2022,pct_personas_usan_computador,32.776678,nacional,DANE_ECV,%
Arauca,2022,pct_personas_usan_computador,19.0988864,nacional,DANE_ECV,%
Atlántico,2022,pct_personas_usan_computador,34.8631186,nacional,DANE_ECV,%
Bogotá D.C.,2022,pct_personas_usan_computador,52.5033423,nacional,DANE_ECV,%
Bolívar,2022,pct_personas_usan_computador,29.9349278,nacional,DANE_ECV,%
Boyacá,2022,pct_personas_usan_computador,31.4938524,nacional,DANE_ECV,%
Caldas,2022,pct_personas_usan_computador,35.1849811,nacional,DANE_ECV,%
Caquetá,2022,pct_personas_usan_computador,23.5223489,nacional,DANE_ECV,%
Casanare,2022,pct_personas_usan_computador,32.0391866,nacional,DANE_ECV,%
Cauca,2022,pct_personas_usan_computador,23.9935225,nacional,DANE_ECV,%
Cesar,2022,pct_personas_usan_computador,25.144141,nacional,DANE_ECV,%
Córdoba,2022,pct_personas_usan_computador,23.9664465,nacional,DANE_ECV,%
Cundinamarca,2022,pct_personas_usan_computador,37.558199,nacional,DANE_ECV,%
Chocó,2022,pct_personas_usan_computador,19.6544411,nacional,DANE_ECV,%
Guainía,2022,pct_personas_usan_computador,21.1792554,nacional,DANE_ECV,%
Guaviare,2022,pct_personas_usan_computador,21.4342925,nacional,DANE_ECV,%
Huila,2022,pct_personas_usan_computador,27.2140848,nacional,DANE_ECV,%
La Guajira,2022,pct_personas_usan_computador,22.2993836,nacional,DANE_ECV,%
Magdalena,2022,pct_personas_usan_computador,22.5967582,nacional,DANE_ECV,%
Meta,2022,pct_personas_usan_computador,30.0323928,nacional,DANE_ECV,%
Nariño,2022,pct_personas_usan_computador,26.5050268,nacional,DANE_ECV,%
Norte de Santander,2022,pct_personas_usan_computador,27.1528924,nacional,DANE_ECV,%
Putumayo,2022,pct_personas_usan_computador,20.9140103,nacional,DANE_ECV,%
Quindío,2022,pct_personas_usan_computador,33.0862056,nacional,DANE_ECV,%
Risaralda,2022,pct_personas_usan_computador,31.8473481,nacional,DANE_ECV,%
San Andrés,2022,pct_personas_usan_computador,33.6895143,nacional,DANE_ECV,%
Santander,2022,pct_personas_usan_computador,31.8420648,nacional,DANE_ECV,%
Sucre,2022,pct_personas_usan_computador,23.2626857,nacional,DANE_ECV,%
Tolima,2022,pct_personas_usan_computador,31.2194585,nacional,DANE_ECV,%
Valle,2022,pct_personas_usan_computador,36.2284648,nacional,DANE_ECV,%
Vaupés,2022,pct_personas_usan_computador,15.673453,nacional,DANE_ECV,%
Vichada,2022,pct_personas_usan_computador,5.00968239,nacional,DANE_ECV,%
Total nacional,2021,pct_personas_usan_computador,31.7908982,nacional,DANE_ECV,%
Cabecera,2021,pct_personas_usan_computador,37.9181078,nacional,DANE_ECV,%
Centros poblados y rural disperso,2021,pct_personas_usan_computador,11.5266926,nacional,DANE_ECV,%
Amazonas,2021,pct_personas_usan_computador,17.4402028,nacional,DANE_ECV,%
Antioquia,2021,pct_personas_usan_computador,32.3701432,nacional,DANE_ECV,%
Arauca,2021,pct_personas_usan_computador,18.2759653,nacional,DANE_ECV,%
Atlántico,2021,pct_personas_usan_computador,28.5352605,nacional,DANE_ECV,%
Bogotá D.C.,2021,pct_personas_usan_computador,56.7768191,nacional,DANE_ECV,%
Bolívar,2021,pct_personas_usan_computador,21.0729773,nacional,DANE_ECV,%
Boyacá,2021,pct_personas_usan_computador,31.4459433,nacional,DANE_ECV,%
Caldas,2021,pct_personas_usan_computador,33.2274864,nacional,DANE_ECV,%
Caquetá,2021,pct_personas_usan_computador,18.8052099,nacional,DANE_ECV,%
Casanare,2021,pct_personas_usan_computador,28.3277376,nacional,DANE_ECV,%
Cauca,2021,pct_personas_usan_computador,20.5130854,nacional,DANE_ECV,%
Cesar,2021,pct_personas_usan_computador,20.1183632,nacional,DANE_ECV,%
Córdoba,2021,pct_personas_usan_computador,19.7381891,nacional,DANE_ECV,%
Cundinamarca,2021,pct_personas_usan_computador,35.5140324,nacional,DANE_ECV,%
Chocó,2021,pct_personas_usan_computador,21.3829279,nacional,DANE_ECV,%
Guainía,2021,pct_personas_usan_computador,17.0694853,nacional,DANE_ECV,%
Guaviare,2021,pct_personas_usan_computador,19.1858952,nacional,DANE_ECV,%
Huila,2021,pct_personas_usan_computador,24.4111384,nacional,DANE_ECV,%
La Guajira,2021,pct_personas_usan_computador,14.7689752,nacional,DANE_ECV,%
Magdalena,2021,pct_personas_usan_computador,13.9463952,nacional,DANE_ECV,%
Meta,2021,pct_personas_usan_computador,25.9683425,nacional,DANE_ECV,%
Nariño,2021,pct_personas_usan_computador,21.388318,nacional,DANE_ECV,%
Norte de Santander,2021,pct_personas_usan_computador,22.5951766,nacional,DANE_ECV,%
Putumayo,2021,pct_personas_usan_computador,21.5513343,nacional,DANE_ECV,%
Quindío,2021,pct_personas_usan_computador,32.7255491,nacional,DANE_ECV,%
Risaralda,2021,pct_personas_usan_computador,36.6991293,nacional,DANE_ECV,%
San Andrés,2021,pct_personas_usan_computador,49.2407568,nacional,DANE_ECV,%
Santander,2021,pct_personas_usan_computador,27.6025671,nacional,DANE_ECV,%
Sucre,2021,pct_personas_usan_computador,15.8275718,nacional,DANE_ECV,%
Tolima,2021,pct_personas_usan_computador,27.558208,nacional,DANE_ECV,%
Valle,2021,pct_personas_usan_computador,33.5216576,nacional,DANE_ECV,%
Vaupés,2021,pct_personas_usan_computador,17.1369897,nacional,DANE_ECV,%
Vichada,2021,pct_personas_usan_computador,7.00471488,nacional,DANE_ECV,%
Total nacional,2018,pct_personas_usan_internet,64.01084142,nacional,DANE_ECV,%
Cabecera,2018,pct_personas_usan_internet,72.63078541,nacional,DANE_ECV,%
Centros poblados y rural disperso,2018,pct_personas_usan_internet,36.73016383,nacional,DANE_ECV,%
Amazonas,2018,pct_personas_usan_internet,22.97923947,nacional,DANE_ECV,%
Antioquia,2018,pct_personas_usan_internet,66.37964675,nacional,DANE_ECV,%
Arauca,2018,pct_personas_usan_internet,49.15761148,nacional,DANE_ECV,%
Atlántico,2018,pct_personas_usan_internet,66.65356964,nacional,DANE_ECV,%
Bogotá D.C.,2018,pct_personas_usan_internet,80.86184402,nacional,DANE_ECV,%
Bolívar,2018,pct_personas_usan_internet,57.02216418,nacional,DANE_ECV,%
Boyacá,2018,pct_personas_usan_internet,58.14638338,nacional,DANE_ECV,%
Caldas,2018,pct_personas_usan_internet,60.97636308,nacional,DANE_ECV,%
Caquetá,2018,pct_personas_usan_internet,44.1280859,nacional,DANE_ECV,%
Casanare,2018,pct_personas_usan_internet,64.58132698,nacional,DANE_ECV,%
Cauca,2018,pct_personas_usan_internet,49.54979764,nacional,DANE_ECV,%
Cesar,2018,pct_personas_usan_internet,60.65606393,nacional,DANE_ECV,%
Córdoba,2018,pct_personas_usan_internet,50.46842474,nacional,DANE_ECV,%
Cundinamarca,2018,pct_personas_usan_internet,65.75700292,nacional,DANE_ECV,%
Chocó,2018,pct_personas_usan_internet,40.8632145,nacional,DANE_ECV,%
Guainía,2018,pct_personas_usan_internet,27.58257976,nacional,DANE_ECV,%
Guaviare,2018,pct_personas_usan_internet,40.90975823,nacional,DANE_ECV,%
Huila,2018,pct_personas_usan_internet,53.45921824,nacional,DANE_ECV,%
La Guajira,2018,pct_personas_usan_internet,35.97511732,nacional,DANE_ECV,%
Magdalena,2018,pct_personas_usan_internet,56.12384738,nacional,DANE_ECV,%
Meta,2018,pct_personas_usan_internet,67.71224954,nacional,DANE_ECV,%
Nariño,2018,pct_personas_usan_internet,47.64733224,nacional,DANE_ECV,%
Norte de Santander,2018,pct_personas_usan_internet,55.59229462,nacional,DANE_ECV,%
Putumayo,2018,pct_personas_usan_internet,41.85129454,nacional,DANE_ECV,%
Quindío,2018,pct_personas_usan_internet,68.73553911,nacional,DANE_ECV,%
Risaralda,2018,pct_personas_usan_internet,71.14116412,nacional,DANE_ECV,%
San Andrés,2018,pct_personas_usan_internet,71.05978747,nacional,DANE_ECV,%
Santander,2018,pct_personas_usan_internet,67.59296781,nacional,DANE_ECV,%
Sucre,2018,pct_personas_usan_internet,48.24894507,nacional,DANE_ECV,%
Tolima,2018,pct_personas_usan_internet,62.14827296,nacional,DANE_ECV,%
Valle,2018,pct_personas_usan_internet,73.58854819,nacional,DANE_ECV,%
Vaupés,2018,pct_personas_usan_internet,16.15733135,nacional,DANE_ECV,%
Vichada,2018,pct_personas_usan_internet,22.00419509,nacional,DANE_ECV,%
Total nacional,2021,pct_personas_usan_internet,73.0283755,nacional,DANE_ECV,%
Cabecera,2021,pct_personas_usan_internet,79.8304108,nacional,DANE_ECV,%
Centros poblados y rural disperso,2021,pct_personas_usan_internet,50.532354,nacional,DANE_ECV,%
Amazonas,2021,pct_personas_usan_internet,34.8089926,nacional,DANE_ECV,%
Antioquia,2021,pct_personas_usan_internet,74.9863829,nacional,DANE_ECV,%
Arauca,2021,pct_personas_usan_internet,66.2720233,nacional,DANE_ECV,%
Atlántico,2021,pct_personas_usan_internet,76.1430024,nacional,DANE_ECV,%
Bogotá D.C.,2021,pct_personas_usan_internet,85.8762377,nacional,DANE_ECV,%
Bolívar,2021,pct_personas_usan_internet,65.4141162,nacional,DANE_ECV,%
Boyacá,2021,pct_personas_usan_internet,68.3200412,nacional,DANE_ECV,%
Caldas,2021,pct_personas_usan_internet,73.2185815,nacional,DANE_ECV,%
Caquetá,2021,pct_personas_usan_internet,64.2493928,nacional,DANE_ECV,%
Casanare,2021,pct_personas_usan_internet,68.7497152,nacional,DANE_ECV,%
Cauca,2021,pct_personas_usan_internet,61.1613336,nacional,DANE_ECV,%
Cesar,2021,pct_personas_usan_internet,64.3415339,nacional,DANE_ECV,%
Córdoba,2021,pct_personas_usan_internet,57.697994,nacional,DANE_ECV,%
Cundinamarca,2021,pct_personas_usan_internet,79.7694432,nacional,DANE_ECV,%
Chocó,2021,pct_personas_usan_internet,45.1679061,nacional,DANE_ECV,%
Guainía,2021,pct_personas_usan_internet,33.1987501,nacional,DANE_ECV,%
Guaviare,2021,pct_personas_usan_internet,58.921851,nacional,DANE_ECV,%
Huila,2021,pct_personas_usan_internet,71.4165745,nacional,DANE_ECV,%
La Guajira,2021,pct_personas_usan_internet,44.0377867,nacional,DANE_ECV,%
Magdalena,2021,pct_personas_usan_internet,62.9691927,nacional,DANE_ECV,%
Meta,2021,pct_personas_usan_internet,79.2852261,nacional,DANE_ECV,%
Nariño,2021,pct_personas_usan_internet,60.8128514,nacional,DANE_ECV,%
Norte de Santander,2021,pct_personas_usan_internet,70.2180955,nacional,DANE_ECV,%
Putumayo,2021,pct_personas_usan_internet,52.9133755,nacional,DANE_ECV,%
Quindío,2021,pct_personas_usan_internet,75.6384045,nacional,DANE_ECV,%
Risaralda,2021,pct_personas_usan_internet,79.7517193,nacional,DANE_ECV,%
San Andrés,2021,pct_personas_usan_internet,86.6646508,nacional,DANE_ECV,%
Santander,2021,pct_personas_usan_internet,74.7736594,nacional,DANE_ECV,%
Sucre,2021,pct_personas_usan_internet,55.0869663,nacional,DANE_ECV,%
Tolima,2021,pct_personas_usan_internet,70.2005529,nacional,DANE_ECV,%
Valle,2021,pct_personas_usan_internet,82.8515314,nacional,DANE_ECV,%
Vaupés,2021,pct_personas_usan_internet,21.3744151,nacional,DANE_ECV,%
Vichada,2021,pct_personas_usan_internet,17.2612123,nacional,DANE_ECV,%
Total nacional,2022,pct_personas_usan_internet,72.7963768,nacional,DANE_ECV,%
Cabecera,2022,pct_personas_usan_internet,78.8644645,nacional,DANE_ECV,%
Centros poblados y rural disperso,2022,pct_personas_usan_internet,52.5683358,nacional,DANE_ECV,%
Amazonas,2022,pct_personas_usan_internet,42.7149972,nacional,DANE_ECV,%
Antioquia,2022,pct_personas_usan_internet,73.6493578,nacional,DANE_ECV,%
Arauca,2022,pct_personas_usan_internet,62.0100212,nacional,DANE_ECV,%
Atlántico,2022,pct_personas_usan_internet,75.1654165,nacional,DANE_ECV,%
Bogotá D.C.,2022,pct_personas_usan_internet,84.3137489,nacional,DANE_ECV,%
Bolívar,2022,pct_personas_usan_internet,67.7604504,nacional,DANE_ECV,%
Boyacá,2022,pct_personas_usan_internet,66.2223564,nacional,DANE_ECV,%
Caldas,2022,pct_personas_usan_internet,75.039188,nacional,DANE_ECV,%
Caquetá,2022,pct_personas_usan_internet,63.4008772,nacional,DANE_ECV,%
Casanare,2022,pct_personas_usan_internet,73.6863583,nacional,DANE_ECV,%
Cauca,2022,pct_personas_usan_internet,61.5490721,nacional,DANE_ECV,%
Cesar,2022,pct_personas_usan_internet,68.9189216,nacional,DANE_ECV,%
Córdoba,2022,pct_personas_usan_internet,54.7984506,nacional,DANE_ECV,%
Cundinamarca,2022,pct_personas_usan_internet,77.691097,nacional,DANE_ECV,%
Chocó,2022,pct_personas_usan_internet,49.816456,nacional,DANE_ECV,%
Guainía,2022,pct_personas_usan_internet,38.2844724,nacional,DANE_ECV,%
Guaviare,2022,pct_personas_usan_internet,54.7085051,nacional,DANE_ECV,%
Huila,2022,pct_personas_usan_internet,73.2328294,nacional,DANE_ECV,%
La Guajira,2022,pct_personas_usan_internet,48.8247787,nacional,DANE_ECV,%
Magdalena,2022,pct_personas_usan_internet,63.2874458,nacional,DANE_ECV,%
Meta,2022,pct_personas_usan_internet,82.5559561,nacional,DANE_ECV,%
Nariño,2022,pct_personas_usan_internet,61.7273642,nacional,DANE_ECV,%
Norte de Santander,2022,pct_personas_usan_internet,72.5890058,nacional,DANE_ECV,%
Putumayo,2022,pct_personas_usan_internet,51.4937312,nacional,DANE_ECV,%
Quindío,2022,pct_personas_usan_internet,76.7704313,nacional,DANE_ECV,%
Risaralda,2022,pct_personas_usan_internet,72.9564744,nacional,DANE_ECV,%
San Andrés,2022,pct_personas_usan_internet,70.7280472,nacional,DANE_ECV,%
Santander,2022,pct_personas_usan_internet,76.3456556,nacional,DANE_ECV,%
Sucre,2022,pct_personas_usan_internet,58.6966603,nacional,DANE_ECV,%
Tolima,2022,pct_personas_usan_internet,71.9826498,nacional,DANE_ECV,%
Valle,2022,pct_personas_usan_internet,81.2864048,nacional,DANE_ECV,%
Vaupés,2022,pct_personas_usan_internet,21.3714511,nacional,DANE_ECV,%
Vichada,2022,pct_personas_usan_internet,12.7486424,nacional,DANE_ECV,%
Total nacional,2024,pct_personas_usan_internet,79.34543299,nacional,DANE_ECV,%
Cabecera,2024,pct_personas_usan_internet,84.58875131,nacional,DANE_ECV,%
Centros poblados y rural disperso,2024,pct_personas_usan_internet,61.6995256,nacional,DANE_ECV,%
Amazonas,2024,pct_personas_usan_internet,56.95818361,nacional,DANE_ECV,%
Antioquia,2024,pct_personas_usan_internet,81.6263591,nacional,DANE_ECV,%
Arauca,2024,pct_personas_usan_internet,67.41975927,nacional,DANE_ECV,%
Atlántico,2024,pct_personas_usan_internet,85.06233246,nacional,DANE_ECV,%
Bogotá D.C.,2024,pct_personas_usan_internet,88.41843305,nacional,DANE_ECV,%
Bolívar,2024,pct_personas_usan_internet,77.76810276,nacional,DANE_ECV,%
Boyacá,2024,pct_personas_usan_internet,71.72319443,nacional,DANE_ECV,%
Caldas,2024,pct_personas_usan_internet,78.35089615,nacional,DANE_ECV,%
Caquetá,2024,pct_personas_usan_internet,78.63541827,nacional,DANE_ECV,%
Casanare,2024,pct_personas_usan_internet,79.19402821,nacional,DANE_ECV,%
Cauca,2024,pct_personas_usan_internet,72.22756959,nacional,DANE_ECV,%
Cesar,2024,pct_personas_usan_internet,79.88952328,nacional,DANE_ECV,%
Córdoba,2024,pct_personas_usan_internet,71.93271466,nacional,DANE_ECV,%
Cundinamarca,2024,pct_personas_usan_internet,83.50675745,nacional,DANE_ECV,%
Chocó,2024,pct_personas_usan_internet,50.39205306,nacional,DANE_ECV,%
Guainía,2024,pct_personas_usan_internet,48.40860594,nacional,DANE_ECV,%
Guaviare,2024,pct_personas_usan_internet,75.63506269,nacional,DANE_ECV,%
Huila,2024,pct_personas_usan_internet,83.03456282,nacional,DANE_ECV,%
La Guajira,2024,pct_personas_usan_internet,53.44035161,nacional,DANE_ECV,%
Magdalena,2024,pct_personas_usan_internet,70.77288179,nacional,DANE_ECV,%
Meta,2024,pct_personas_usan_internet,83.31414662,nacional,DANE_ECV,%
Nariño,2024,pct_personas_usan_internet,65.90813233,nacional,DANE_ECV,%
Norte de Santander,2024,pct_personas_usan_internet,77.83899925,nacional,DANE_ECV,%
Putumayo,2024,pct_personas_usan_internet,62.3080865,nacional,DANE_ECV,%
Quindío,2024,pct_personas_usan_internet,73.22259803,nacional,DANE_ECV,%
Risaralda,2024,pct_personas_usan_internet,77.91403485,nacional,DANE_ECV,%
San Andrés,2024,pct_personas_usan_internet,84.58475532,nacional,DANE_ECV,%
Santander,2024,pct_personas_usan_internet,80.09426407,nacional,DANE_ECV,%
Sucre,2024,pct_personas_usan_internet,65.23410975,nacional,DANE_ECV,%
Tolima,2024,pct_personas_usan_internet,78.4872058,nacional,DANE_ECV,%
Valle,2024,pct_personas_usan_internet,85.11789608,nacional,DANE_ECV,%
Vaupés,2024,pct_personas_usan_internet,42.34427652,nacional,DANE_ECV,%
Vichada,2024,pct_personas_usan_internet,18.8064793,nacional,DANE_ECV,%
Total nacional,2019,pct_personas_usan_internet,65.01836011,nacional,DANE_ECV,%
Cabecera,2019,pct_personas_usan_internet,73.4992063,nacional,DANE_ECV,%
Centros poblados y rural disperso,2019,pct_personas_usan_internet,37.76203843,nacional,DANE_ECV,%
Amazonas,2019,pct_personas_usan_internet,23.38460217,nacional,DANE_ECV,%
Antioquia,2019,pct_personas_usan_internet,68.705689,nacional,DANE_ECV,%
Arauca,2019,pct_personas_usan_internet,48.58324205,nacional,DANE_ECV,%
Atlántico,2019,pct_personas_usan_internet,67.99955406,nacional,DANE_ECV,%
Bogotá D.C.,2019,pct_personas_usan_internet,83.31642969,nacional,DANE_ECV,%
Bolívar,2019,pct_personas_usan_internet,59.2518891,nacional,DANE_ECV,%
Boyacá,2019,pct_personas_usan_internet,50.31063279,nacional,DANE_ECV,%
Caldas,2019,pct_personas_usan_internet,62.22866287,nacional,DANE_ECV,%
Caquetá,2019,pct_personas_usan_internet,45.8472538,nacional,DANE_ECV,%
Casanare,2019,pct_personas_usan_internet,59.66117568,nacional,DANE_ECV,%
Cauca,2019,pct_personas_usan_internet,51.22201174,nacional,DANE_ECV,%
Cesar,2019,pct_personas_usan_internet,54.27552002,nacional,DANE_ECV,%
Córdoba,2019,pct_personas_usan_internet,48.2974824,nacional,DANE_ECV,%
Cundinamarca,2019,pct_personas_usan_internet,67.9148164,nacional,DANE_ECV,%
Chocó,2019,pct_personas_usan_internet,38.61891958,nacional,DANE_ECV,%
Guainía,2019,pct_personas_usan_internet,28.26168657,nacional,DANE_ECV,%
Guaviare,2019,pct_personas_usan_internet,42.49821041,nacional,DANE_ECV,%
Huila,2019,pct_personas_usan_internet,52.29121636,nacional,DANE_ECV,%
La Guajira,2019,pct_personas_usan_internet,41.42076028,nacional,DANE_ECV,%
Magdalena,2019,pct_personas_usan_internet,55.30123667,nacional,DANE_ECV,%
Meta,2019,pct_personas_usan_internet,70.40144459,nacional,DANE_ECV,%
Nariño,2019,pct_personas_usan_internet,50.87481467,nacional,DANE_ECV,%
Norte de Santander,2019,pct_personas_usan_internet,62.99411631,nacional,DANE_ECV,%
Putumayo,2019,pct_personas_usan_internet,39.01579692,nacional,DANE_ECV,%
Quindío,2019,pct_personas_usan_internet,67.6373518,nacional,DANE_ECV,%
Risaralda,2019,pct_personas_usan_internet,71.34021493,nacional,DANE_ECV,%
San Andrés,2019,pct_personas_usan_internet,58.09044328,nacional,DANE_ECV,%
Santander,2019,pct_personas_usan_internet,67.24893936,nacional,DANE_ECV,%
Sucre,2019,pct_personas_usan_internet,47.71803661,nacional,DANE_ECV,%
Tolima,2019,pct_personas_usan_internet,62.34646311,nacional,DANE_ECV,%
Valle,2019,pct_personas_usan_internet,73.93817881,nacional,DANE_ECV,%
Vaupés,2019,pct_personas_usan_internet,19.51137506,nacional,DANE_ECV,%
Vichada,2019,pct_personas_usan_internet,18.64214885,nacional,DANE_ECV,%
