departamento,anio,indicador,valor,nivel,fuente,unidad
Total nacional,2020,pct_personas_usan_internet,69.7950049,nacional,DANE_ECV,%
Cabecera,2020,pct_personas_usan_internet,77.9715683,nacional,DANE_ECV,%
Centros poblados y rural disperso,2020,pct_personas_usan_internet,43.1046201,nacional,DANE_ECV,%
Amazonas,2020,pct_personas_usan_internet,30.8641575,nacional,DANE_ECV,%
Antioquia,2020,pct_personas_usan_internet,71.7213438,nacional,DANE_ECV,%
Arauca,2020,pct_personas_usan_internet,60.8970683,nacional,DANE_ECV,%
Atlántico,2020,pct_personas_usan_internet,76.2091188,nacional,DANE_ECV,%
Bogotá D.C.,2020,pct_personas_usan_internet,87.1044084,nacional,DANE_ECV,%
Bolívar,2020,pct_personas_usan_internet,57.4251338,nacional,DANE_ECV,%
Boyacá,2020,pct_personas_usan_internet,63.0965085,nacional,DANE_ECV,%
Caldas,2020,pct_personas_usan_internet,70.6543425,nacional,DANE_ECV,%
Caquetá,2020,pct_personas_usan_internet,58.3711758,nacional,DANE_ECV,%
Casanare,2020,pct_personas_usan_internet,68.2861838,nacional,DANE_ECV,%
Cauca,2020,pct_personas_usan_internet,54.5432204,nacional,DANE_ECV,%
Cesar,2020,pct_personas_usan_internet,65.9901077,nacional,DANE_ECV,%
Córdoba,2020,pct_personas_usan_internet,47.8048669,nacional,DANE_ECV,%
Cundinamarca,2020,pct_personas_usan_internet,73.1883961,nacional,DANE_ECV,%
Chocó,2020,pct_personas_usan_internet,41.009819,nacional,DANE_ECV,%
Guainía,2020,pct_personas_usan_internet,29.4813092,nacional,DANE_ECV,%
Guaviare,2020,pct_personas_usan_internet,51.6470298,nacional,DANE_ECV,%
Huila,2020,pct_personas_usan_internet,65.37008,nacional,DANE_ECV,%
La Guajira,2020,pct_personas_usan_internet,40.6109381,nacional,DANE_ECV,%
Magdalena,2020,pct_personas_usan_internet,56.5391735,nacional,DANE_ECV,%
Meta,2020,pct_personas_usan_internet,76.9094654,nacional,DANE_ECV,%
Nariño,2020,pct_personas_usan_internet,53.0052049,nacional,DANE_ECV,%
Norte de Santander,2020,pct_personas_usan_internet,67.9367573,nacional,DANE_ECV,%
Putumayo,2020,pct_personas_usan_internet,44.4581638,nacional,DANE_ECV,%
Quindío,2020,pct_personas_usan_internet,73.0759575,nacional,DANE_ECV,%
Risaralda,2020,pct_personas_usan_internet,77.8743686,nacional,DANE_ECV,%
San Andrés,2020,pct_personas_usan_internet,77.3384541,nacional,DANE_ECV,%
Santander,2020,pct_personas_usan_internet,73.6880933,nacional,DANE_ECV,%
Sucre,2020,pct_personas_usan_internet,48.4243013,nacional,DANE_ECV,%
Tolima,2020,pct_personas_usan_internet,67.9958558,nacional,DANE_ECV,%
Valle,2020,pct_personas_usan_internet,80.0636969,nacional,DANE_ECV,%
Vaupés,2020,pct_personas_usan_internet,19.8563412,nacional,DANE_ECV,%
Vichada,2020,pct_personas_usan_internet,18.0192205,nacional,DANE_ECV,%
Total nacional,2023,pct_personas_usan_internet,77.3370035908,nacional,DANE_ECV,%
Cabecera,2023,pct_personas_usan_internet,82.6177517981,nacional,DANE_ECV,%
Centros poblados y rural disperso,2023,pct_personas_usan_internet,59.6019903736,nacional,DANE_ECV,%
Amazonas,2023,pct_personas_usan_internet,39.3036513414,nacional,DANE_ECV,%
Antioquia,2023,pct_personas_usan_internet,80.8782116594,nacional,DANE_ECV,%
Arauca,2023,pct_personas_usan_internet,66.040881405,nacional,DANE_ECV,%
Atlántico,2023,pct_personas_usan_internet,80.6137863572,nacional,DANE_ECV,%
Bogotá D.C.,2023,pct_personas_usan_internet,85.8607403226,nacional,DANE_ECV,%
Bolívar,2023,pct_personas_usan_internet,69.1872042691,nacional,DANE_ECV,%
Boyacá,2023,pct_personas_usan_internet,67.9022639831,nacional,DANE_ECV,%
Caldas,2023,pct_personas_usan_internet,76.6184738152,nacional,DANE_ECV,%
Caquetá,2023,pct_personas_usan_internet,72.3047914296,nacional,DANE_ECV,%
Casanare,2023,pct_personas_usan_internet,75.7796840487,nacional,DANE_ECV,%
Cauca,2023,pct_personas_usan_internet,65.9206002121,nacional,DANE_ECV,%
Cesar,2023,pct_personas_usan_internet,74.988936883,nacional,DANE_ECV,%
Córdoba,2023,pct_personas_usan_internet,67.4921893443,nacional,DANE_ECV,%
Cundinamarca,2023,pct_personas_usan_internet,83.5268142345,nacional,DANE_ECV,%
Chocó,2023,pct_personas_usan_internet,43.4050074911,nacional,DANE_ECV,%
Guainía,2023,pct_personas_usan_internet,53.6263001668,nacional,DANE_ECV,%
Guaviare,2023,pct_personas_usan_internet,71.8124124721,nacional,DANE_ECV,%
Huila,2023,pct_personas_usan_internet,77.5387677785,nacional,DANE_ECV,%
La Guajira,2023,pct_personas_usan_internet,52.6130060031,nacional,DANE_ECV,%
Magdalena,2023,pct_personas_usan_internet,72.1006144082,nacional,DANE_ECV,%
Meta,2023,pct_personas_usan_internet,86.7130228743,nacional,DANE_ECV,%
Nariño,2023,pct_personas_usan_internet,65.9896299631,nacional,DANE_ECV,%
Norte de Santander,2023,pct_personas_usan_internet,74.3879857907,nacional,DANE_ECV,%
Putumayo,2023,pct_personas_usan_internet,59.3897842401,nacional,DANE_ECV,%
Quindío,2023,pct_personas_usan_internet,80.6245654624,nacional,DANE_ECV,%
Risaralda,2023,pct_personas_usan_internet,78.5428726591,nacional,DANE_ECV,%
San Andrés,2023,pct_personas_usan_internet,68.8006878451,nacional,DANE_ECV,%
Santander,2023,pct_personas_usan_internet,80.8982110241,nacional,DANE_ECV,%
Sucre,2023,pct_personas_usan_internet,66.7555871269,nacional,DANE_ECV,%
Tolima,2023,pct_personas_usan_internet,76.1554632823,nacional,DANE_ECV,%
Valle,2023,pct_personas_usan_internet,84.6739333624,nacional,DANE_ECV,%
Vaupés,2023,pct_personas_usan_internet,34.1064296402,nacional,DANE_ECV,%
Vichada,2023,pct_personas_usan_internet,14.4558712227,nacional,DANE_ECV,%
Total nacional,2019,pct_hogares_internet_v2,51.9496389,nacional,DANE_ECV,%
Cabecera,2019,pct_hogares_internet_v2,61.6216454,nacional,DANE_ECV,%
Centros poblados y rural disperso,2019,pct_hogares_internet_v2,20.6605055,nacional,DANE_ECV,%
Amazonas,2019,pct_hogares_internet_v2,10.0121389,nacional,DANE_ECV,%
Antioquia,2019,pct_hogares_internet_v2,59.0424749,nacional,DANE_ECV,%
Arauca,2019,pct_hogares_internet_v2,25.777475,nacional,DANE_ECV,%
Atlántico,2019,pct_hogares_internet_v2,50.1262014,nacional,DANE_ECV,%
Bogotá D.C.,2019,pct_hogares_internet_v2,74.9199029,nacional,DANE_ECV,%
Bolívar,2019,pct_hogares_internet_v2,30.9085163,nacional,DANE_ECV,%
Boyacá,2019,pct_hogares_internet_v2,35.4611373,nacional,DANE_ECV,%
Caldas,2019,pct_hogares_internet_v2,46.3196063,nacional,DANE_ECV,%
Caquetá,2019,pct_hogares_internet_v2,38.7008668,nacional,DANE_ECV,%
Casanare,2019,pct_hogares_internet_v2,39.3288675,nacional,DANE_ECV,%
Cauca,2019,pct_hogares_internet_v2,30.8354636,nacional,DANE_ECV,%
Cesar,2019,pct_hogares_internet_v2,35.6727641,nacional,DANE_ECV,%
Córdoba,2019,pct_hogares_internet_v2,28.7404346,nacional,DANE_ECV,%
Cundinamarca,2019,pct_hogares_internet_v2,48.6601468,nacional,DANE_ECV,%
Chocó,2019,pct_hogares_internet_v2,16.6373707,nacional,DANE_ECV,%
Guainía,2019,pct_hogares_internet_v2,16.0654874,nacional,DANE_ECV,%
Guaviare,2019,pct_hogares_internet_v2,24.6452387,nacional,DANE_ECV,%
Huila,2019,pct_hogares_internet_v2,36.1247671,nacional,DANE_ECV,%
La Guajira,2019,pct_hogares_internet_v2,20.9471568,nacional,DANE_ECV,%
Magdalena,2019,pct_hogares_internet_v2,36.8603021,nacional,DANE_ECV,%
Meta,2019,pct_hogares_internet_v2,55.1631406,nacional,DANE_ECV,%
Nariño,2019,pct_hogares_internet_v2,36.8199459,nacional,DANE_ECV,%
Norte de Santander,2019,pct_hogares_internet_v2,45.1208166,nacional,DANE_ECV,%
Putumayo,2019,pct_hogares_internet_v2,18.6992047,nacional,DANE_ECV,%
Quindío,2019,pct_hogares_internet_v2,57.8814908,nacional,DANE_ECV,%
Risaralda,2019,pct_hogares_internet_v2,66.6234349,nacional,DANE_ECV,%
San Andrés,2019,pct_hogares_internet_v2,19.0212123,nacional,DANE_ECV,%
Santander,2019,pct_hogares_internet_v2,59.9646147,nacional,DANE_ECV,%
Sucre,2019,pct_hogares_internet_v2,23.0567194,nacional,DANE_ECV,%
Tolima,2019,pct_hogares_internet_v2,51.0227341,nacional,DANE_ECV,%
Valle,2019,pct_hogares_internet_v2,69.3966283,nacional,DANE_ECV,%
Vaupés,2019,pct_hogares_internet_v2,1.60491299,nacional,DANE_ECV,%
Vichada,2019,pct_hogares_internet_v2,5.16086686,nacional,DANE_ECV,%
Total nacional,2021,pct_hogares_internet_v2,60.5472229,nacional,DANE_ECV,%
Cabecera,2021,pct_hogares_internet_v2,69.9884172,nacional,DANE_ECV,%
Centros poblados y rural disperso,2021,pct_hogares_internet_v2,28.7541271,nacional,DANE_ECV,%
Amazonas,2021,pct_hogares_internet_v2,16.6741608,nacional,DANE_ECV,%
Antioquia,2021,pct_hogares_internet_v2,60.7619206,nacional,DANE_ECV,%
Arauca,2021,pct_hogares_internet_v2,43.167855,nacional,DANE_ECV,%
Atlántico,2021,pct_hogares_internet_v2,60.7064751,nacional,DANE_ECV,%
Bogotá D.C.,2021,pct_hogares_internet_v2,81.5248913,nacional,DANE_ECV,%
Bolívar,2021,pct_hogares_internet_v2,46.0817431,nacional,DANE_ECV,%
Boyacá,2021,pct_hogares_internet_v2,64.2675801,nacional,DANE_ECV,%
Caldas,2021,pct_hogares_internet_v2,66.7848955,nacional,DANE_ECV,%
Caquetá,2021,pct_hogares_internet_v2,60.5448164,nacional,DANE_ECV,%
Casanare,2021,pct_hogares_internet_v2,53.1043242,nacional,DANE_ECV,%
Cauca,2021,pct_hogares_internet_v2,31.6641578,nacional,DANE_ECV,%
Cesar,2021,pct_hogares_internet_v2,44.7815545,nacional,DANE_ECV,%
Córdoba,2021,pct_hogares_internet_v2,30.2660297,nacional,DANE_ECV,%
Cundinamarca,2021,pct_hogares_internet_v2,60.8370468,nacional,DANE_ECV,%
Chocó,2021,pct_hogares_internet_v2,14.6243329,nacional,DANE_ECV,%
Guainía,2021,pct_hogares_internet_v2,24.1364638,nacional,DANE_ECV,%
Guaviare,2021,pct_hogares_internet_v2,35.7275708,nacional,DANE_ECV,%
Huila,2021,pct_hogares_internet_v2,51.5197885,nacional,DANE_ECV,%
La Guajira,2021,pct_hogares_internet_v2,28.6162482,nacional,DANE_ECV,%
Magdalena,2021,pct_hogares_internet_v2,48.7969292,nacional,DANE_ECV,%
Meta,2021,pct_hogares_internet_v2,63.1897836,nacional,DANE_ECV,%
Nariño,2021,pct_hogares_internet_v2,41.8599293,nacional,DANE_ECV,%
Norte de Santander,2021,pct_hogares_internet_v2,63.4386195,nacional,DANE_ECV,%
Putumayo,2021,pct_hogares_internet_v2,29.1141382,nacional,DANE_ECV,%
Quindío,2021,pct_hogares_internet_v2,63.020566,nacional,DANE_ECV,%
Risaralda,2021,pct_hogares_internet_v2,72.7596293,nacional,DANE_ECV,%
San Andrés,2021,pct_hogares_internet_v2,41.3276199,nacional,DANE_ECV,%
Santander,2021,pct_hogares_internet_v2,64.0547147,nacional,DANE_ECV,%
Sucre,2021,pct_hogares_internet_v2,37.4688884,nacional,DANE_ECV,%
Tolima,2021,pct_hogares_internet_v2,67.0259855,nacional,DANE_ECV,%
Valle,2021,pct_hogares_internet_v2,79.014032,nacional,DANE_ECV,%
Vaupés,2021,pct_hogares_internet_v2,10.5971671,nacional,DANE_ECV,%
Vichada,2021,pct_hogares_internet_v2,4.5680548,nacional,DANE_ECV,%
Total nacional,2022,pct_hogares_internet_v2,59.4655787,nacional,DANE_ECV,%
Cabecera,2022,pct_hogares_internet_v2,67.4502448,nacional,DANE_ECV,%
Centros poblados y rural disperso,2022,pct_hogares_internet_v2,32.2175427,nacional,DANE_ECV,%
Amazonas,2022,pct_hogares_internet_v2,37.5600341,nacional,DANE_ECV,%
Antioquia,2022,pct_hogares_internet_v2,60.6999248,nacional,DANE_ECV,%
Arauca,2022,pct_hogares_internet_v2,41.6839673,nacional,DANE_ECV,%
Atlántico,2022,pct_hogares_internet_v2,53.3106463,nacional,DANE_ECV,%
Bogotá D.C.,2022,pct_hogares_internet_v2,79.4307868,nacional,DANE_ECV,%
Bolívar,2022,pct_hogares_internet_v2,48.2566764,nacional,DANE_ECV,%
Boyacá,2022,pct_hogares_internet_v2,54.1038322,nacional,DANE_ECV,%
Caldas,2022,pct_hogares_internet_v2,62.558364,nacional,DANE_ECV,%
Caquetá,2022,pct_hogares_internet_v2,50.8590467,nacional,DANE_ECV,%
Casanare,2022,pct_hogares_internet_v2,60.1814052,nacional,DANE_ECV,%
Cauca,2022,pct_hogares_internet_v2,32.1171243,nacional,DANE_ECV,%
Cesar,2022,pct_hogares_internet_v2,51.8524769,nacional,DANE_ECV,%
Córdoba,2022,pct_hogares_internet_v2,26.8649159,nacional,DANE_ECV,%
Cundinamarca,2022,pct_hogares_internet_v2,64.3155793,nacional,DANE_ECV,%
Chocó,2022,pct_hogares_internet_v2,19.9971966,nacional,DANE_ECV,%
Guainía,2022,pct_hogares_internet_v2,18.8697404,nacional,DANE_ECV,%
Guaviare,2022,pct_hogares_internet_v2,30.2278029,nacional,DANE_ECV,%
Huila,2022,pct_hogares_internet_v2,56.0353633,nacional,DANE_ECV,%
La Guajira,2022,pct_hogares_internet_v2,28.3040485,nacional,DANE_ECV,%
Magdalena,2022,pct_hogares_internet_v2,49.7211823,nacional,DANE_ECV,%
Meta,2022,pct_hogares_internet_v2,60.5168842,nacional,DANE_ECV,%
Nariño,2022,pct_hogares_internet_v2,53.0300065,nacional,DANE_ECV,%
Norte de Santander,2022,pct_hogares_internet_v2,56.1180823,nacional,DANE_ECV,%
Putumayo,2022,pct_hogares_internet_v2,38.692546,nacional,DANE_ECV,%
Quindío,2022,pct_hogares_internet_v2,69.7768368,nacional,DANE_ECV,%
Risaralda,2022,pct_hogares_internet_v2,63.6644654,nacional,DANE_ECV,%
San Andrés,2022,pct_hogares_internet_v2,49.046425,nacional,DANE_ECV,%
Santander,2022,pct_hogares_internet_v2,64.610438,nacional,DANE_ECV,%
Sucre,2022,pct_hogares_internet_v2,42.4200467,nacional,DANE_ECV,%
Tolima,2022,pct_hogares_internet_v2,56.5170466,nacional,DANE_ECV,%
Valle,2022,pct_hogares_internet_v2,73.0305545,nacional,DANE_ECV,%
Vaupés,2022,pct_hogares_internet_v2,4.07135148,nacional,DANE_ECV,%
Vichada,2022,pct_hogares_internet_v2,10.1642134,nacional,DANE_ECV,%
Total nacional,2018,pct_hogares_internet_v2,52.2596921,nacional,DANE_ECV,%
Cabecera,2018,pct_hogares_internet_v2,63.2042179,nacional,DANE_ECV,%
Centros poblados y rural disperso,2018,pct_hogares_internet_v2,17.1477603,nacional,DANE_ECV,%
Amazonas,2018,pct_hogares_internet_v2,5.36332665,nacional,DANE_ECV,%
Antioquia,2018,pct_hogares_internet_v2,55.4470239,nacional,DANE_ECV,%
Arauca,2018,pct_hogares_internet_v2,20.0235455,nacional,DANE_ECV,%
Atlántico,2018,pct_hogares_internet_v2,54.4074847,nacional,DANE_ECV,%
Bogotá D.C.,2018,pct_hogares_internet_v2,76.2464868,nacional,DANE_ECV,%
Bolívar,2018,pct_hogares_internet_v2,28.6082276,nacional,DANE_ECV,%
Boyacá,2018,pct_hogares_internet_v2,47.4990354,nacional,DANE_ECV,%
Caldas,2018,pct_hogares_internet_v2,46.6920205,nacional,DANE_ECV,%
Caquetá,2018,pct_hogares_internet_v2,33.9492554,nacional,DANE_ECV,%
Casanare,2018,pct_hogares_internet_v2,45.3810284,nacional,DANE_ECV,%
Cauca,2018,pct_hogares_internet_v2,29.6636497,nacional,DANE_ECV,%
Cesar,2018,pct_hogares_internet_v2,39.8404215,nacional,DANE_ECV,%
Córdoba,2018,pct_hogares_internet_v2,22.5619684,nacional,DANE_ECV,%
Cundinamarca,2018,pct_hogares_internet_v2,51.46756,nacional,DANE_ECV,%
Chocó,2018,pct_hogares_internet_v2,14.4254757,nacional,DANE_ECV,%
Guainía,2018,pct_hogares_internet_v2,11.8750668,nacional,DANE_ECV,%
Guaviare,2018,pct_hogares_internet_v2,22.8499726,nacional,DANE_ECV,%
Huila,2018,pct_hogares_internet_v2,42.1940384,nacional,DANE_ECV,%
La Guajira,2018,pct_hogares_internet_v2,20.290828,nacional,DANE_ECV,%
Magdalena,2018,pct_hogares_internet_v2,33.8106898,nacional,DANE_ECV,%
Meta,2018,pct_hogares_internet_v2,54.0056959,nacional,DANE_ECV,%
Nariño,2018,pct_hogares_internet_v2,36.5932591,nacional,DANE_ECV,%
Norte de Santander,2018,pct_hogares_internet_v2,43.3953339,nacional,DANE_ECV,%
Putumayo,2018,pct_hogares_internet_v2,16.6234882,nacional,DANE_ECV,%
Quindío,2018,pct_hogares_internet_v2,63.9234473,nacional,DANE_ECV,%
Risaralda,2018,pct_hogares_internet_v2,61.0557581,nacional,DANE_ECV,%
San Andrés,2018,pct_hogares_internet_v2,41.0892085,nacional,DANE_ECV,%
Santander,2018,pct_hogares_internet_v2,60.4707977,nacional,DANE_ECV,%
Sucre,2018,pct_hogares_internet_v2,30.5658448,nacional,DANE_ECV,%
Tolima,2018,pct_hogares_internet_v2,52.9959746,nacional,DANE_ECV,%
Valle,2018,pct_hogares_internet_v2,67.7178474,nacional,DANE_ECV,%
Vaupés,2018,pct_hogares_internet_v2,0.9622215,nacional,DANE_ECV,%
Vichada,2018,pct_hogares_internet_v2,4.66003209,nacional,DANE_ECV,%
Total nacional,2020,pct_hogares_internet_v2,56.5262432,nacional,DANE_ECV,%
Cabecera,2020,pct_hogares_internet_v2,66.5827371,nacional,DANE_ECV,%
Centros poblados y rural disperso,2020,pct_hogares_internet_v2,23.8688228,nacional,DANE_ECV,%
Amazonas,2020,pct_hogares_internet_v2,15.5945334,nacional,DANE_ECV,%
Antioquia,2020,pct_hogares_internet_v2,57.9664737,nacional,DANE_ECV,%
Arauca,2020,pct_hogares_internet_v2,36.0128503,nacional,DANE_ECV,%
Atlántico,2020,pct_hogares_internet_v2,58.6280483,nacional,DANE_ECV,%
Bogotá D.C.,2020,pct_hogares_internet_v2,77.987176,nacional,DANE_ECV,%
Bolívar,2020,pct_hogares_internet_v2,30.6701272,nacional,DANE_ECV,%
Boyacá,2020,pct_hogares_internet_v2,59.5432511,nacional,DANE_ECV,%
Caldas,2020,pct_hogares_internet_v2,57.5759269,nacional,DANE_ECV,%
Caquetá,2020,pct_hogares_internet_v2,42.464858,nacional,DANE_ECV,%
Casanare,2020,pct_hogares_internet_v2,54.8311765,nacional,DANE_ECV,%
Cauca,2020,pct_hogares_internet_v2,33.7559286,nacional,DANE_ECV,%
Cesar,2020,pct_hogares_internet_v2,46.4576064,nacional,DANE_ECV,%
Córdoba,2020,pct_hogares_internet_v2,30.2474429,nacional,DANE_ECV,%
Cundinamarca,2020,pct_hogares_internet_v2,57.1200901,nacional,DANE_ECV,%
Chocó,2020,pct_hogares_internet_v2,13.2248401,nacional,DANE_ECV,%
Guainía,2020,pct_hogares_internet_v2,18.9403463,nacional,DANE_ECV,%
Guaviare,2020,pct_hogares_internet_v2,30.193614,nacional,DANE_ECV,%
Huila,2020,pct_hogares_internet_v2,44.2401448,nacional,DANE_ECV,%
La Guajira,2020,pct_hogares_internet_v2,21.4557296,nacional,DANE_ECV,%
Magdalena,2020,pct_hogares_internet_v2,38.3019293,nacional,DANE_ECV,%
Meta,2020,pct_hogares_internet_v2,55.5211385,nacional,DANE_ECV,%
Nariño,2020,pct_hogares_internet_v2,40.6159903,nacional,DANE_ECV,%
Norte de Santander,2020,pct_hogares_internet_v2,57.3154807,nacional,DANE_ECV,%
Putumayo,2020,pct_hogares_internet_v2,30.6232874,nacional,DANE_ECV,%
Quindío,2020,pct_hogares_internet_v2,57.4401744,nacional,DANE_ECV,%
Risaralda,2020,pct_hogares_internet_v2,63.4937337,nacional,DANE_ECV,%
San Andrés,2020,pct_hogares_internet_v2,32.4681131,nacional,DANE_ECV,%
Santander,2020,pct_hogares_internet_v2,62.9316321,nacional,DANE_ECV,%
Sucre,2020,pct_hogares_internet_v2,26.1199729,nacional,DANE_ECV,%
Tolima,2020,pct_hogares_internet_v2,62.1364434,nacional,DANE_ECV,%
Valle,2020,pct_hogares_internet_v2,76.0931168,nacional,DANE_ECV,%
Vaupés,2020,pct_hogares_internet_v2,3.12432629,nacional,DANE_ECV,%
Vichada,2020,pct_hogares_internet_v2,7.01897573,nacional,DANE_ECV,%
Total nacional,2023,pct_hogares_internet_v2,63.935914244,nacional,DANE_ECV,%
Cabecera,2023,pct_hogares_internet_v2,70.4757331902,nacional,DANE_ECV,%
Centros poblados y rural disperso,2023,pct_hogares_internet_v2,41.445253665,nacional,DANE_ECV,%
Amazonas,2023,pct_hogares_internet_v2,29.079445257,nacional,DANE_ECV,%
Antioquia,2023,pct_hogares_internet_v2,70.6102561299,nacional,DANE_ECV,%
Arauca,2023,pct_hogares_internet_v2,36.7386333713,nacional,DANE_ECV,%
Atlántico,2023,pct_hogares_internet_v2,59.0747055507,nacional,DANE_ECV,%
Bogotá D.C.,2023,pct_hogares_internet_v2,77.3828002527,nacional,DANE_ECV,%
Bolívar,2023,pct_hogares_internet_v2,48.7697798847,nacional,DANE_ECV,%
Boyacá,2023,pct_hogares_internet_v2,61.1218764278,nacional,DANE_ECV,%
Caldas,2023,pct_hogares_internet_v2,60.279301009,nacional,DANE_ECV,%
Caquetá,2023,pct_hogares_internet_v2,67.9298290933,nacional,DANE_ECV,%
Casanare,2023,pct_hogares_internet_v2,48.5918709,nacional,DANE_ECV,%
Cauca,2023,pct_hogares_internet_v2,44.9163731829,nacional,DANE_ECV,%
Cesar,2023,pct_hogares_internet_v2,58.363057608,nacional,DANE_ECV,%
Córdoba,2023,pct_hogares_internet_v2,44.7305699265,nacional,DANE_ECV,%
Cundinamarca,2023,pct_hogares_internet_v2,68.0275060243,nacional,DANE_ECV,%
Chocó,2023,pct_hogares_internet_v2,18.0122097342,nacional,DANE_ECV,%
Guainía,2023,pct_hogares_internet_v2,46.5807597366,nacional,DANE_ECV,%
Guaviare,2023,pct_hogares_internet_v2,44.9973620299,nacional,DANE_ECV,%
Huila,2023,pct_hogares_internet_v2,67.747931538,nacional,DANE_ECV,%
La Guajira,2023,pct_hogares_internet_v2,29.3570609408,nacional,DANE_ECV,%
Magdalena,2023,pct_hogares_internet_v2,57.511121695,nacional,DANE_ECV,%
Meta,2023,pct_hogares_internet_v2,75.2997381464,nacional,DANE_ECV,%
Nariño,2023,pct_hogares_internet_v2,54.1974179338,nacional,DANE_ECV,%
Norte de Santander,2023,pct_hogares_internet_v2,55.1120268938,nacional,DANE_ECV,%
Putumayo,2023,pct_hogares_internet_v2,50.5974223429,nacional,DANE_ECV,%
Quindío,2023,pct_hogares_internet_v2,70.9781698227,nacional,DANE_ECV,%
Risaralda,2023,pct_hogares_internet_v2,66.4084585917,nacional,DANE_ECV,%
San Andrés,2023,pct_hogares_internet_v2,40.6064498113,nacional,DANE_ECV,%
Santander,2023,pct_hogares_internet_v2,66.4495104555,nacional,DANE_ECV,%
Sucre,2023,pct_hogares_internet_v2,42.2157205698,nacional,DANE_ECV,%
Tolima,2023,pct_hogares_internet_v2,62.7936531481,nacional,DANE_ECV,%
Valle,2023,pct_hogares_internet_v2,77.7264504241,nacional,DANE_ECV,%
Vaupés,2023,pct_hogares_internet_v2,10.0734900192,nacional,DANE_ECV,%
Vichada,2023,pct_hogares_internet_v2,9.262845047,nacional,DANE_ECV,%
Total nacional,2024,pct_hogares_internet_v2,65.6487868262,nacional,DANE_ECV,%
Cabecera,2024,pct_hogares_internet_v2,72.503869541,nacional,DANE_ECV,%
Centros poblados y rural disperso,2024,pct_hogares_internet_v2,41.9358099996,nacional,DANE_ECV,%
Amazonas,2024,pct_hogares_internet_v2,41.3134555186,nacional,DANE_ECV,%
Antioquia,2024,pct_hogares_internet_v2,66.9133307107,nacional,DANE_ECV,%
Arauca,2024,pct_hogares_internet_v2,34.2699627905,nacional,DANE_ECV,%
Atlántico,2024,pct_hogares_internet_v2,58.8573193776,nacional,DANE_ECV,%
Bogotá D.C.,2024,pct_hogares_internet_v2,82.6764556865,nacional,DANE_ECV,%
Bolívar,2024,pct_hogares_internet_v2,60.2168583692,nacional,DANE_ECV,%
Boyacá,2024,pct_hogares_internet_v2,60.5883647143,nacional,DANE_ECV,%
Caldas,2024,pct_hogares_internet_v2,66.9282879107,nacional,DANE_ECV,%
Caquetá,2024,pct_hogares_internet_v2,62.046295907,nacional,DANE_ECV,%
Casanare,2024,pct_hogares_internet_v2,70.9788412396,nacional,DANE_ECV,%
Cauca,2024,pct_hogares_internet_v2,49.0417400524,nacional,DANE_ECV,%
Cesar,2024,pct_hogares_internet_v2,64.4501801698,nacional,DANE_ECV,%
Córdoba,2024,pct_hogares_internet_v2,47.2141039077,nacional,DANE_ECV,%
Cundinamarca,2024,pct_hogares_internet_v2,66.9237362371,nacional,DANE_ECV,%
Chocó,2024,pct_hogares_internet_v2,28.7342421581,nacional,DANE_ECV,%
Guainía,2024,pct_hogares_internet_v2,31.4535700639,nacional,DANE_ECV,%
Guaviare,2024,pct_hogares_internet_v2,57.6061757543,nacional,DANE_ECV,%
Huila,2024,pct_hogares_internet_v2,70.8447329095,nacional,DANE_ECV,%
La Guajira,2024,pct_hogares_internet_v2,30.1119587631,nacional,DANE_ECV,%
Magdalena,2024,pct_hogares_internet_v2,55.1045641622,nacional,DANE_ECV,%
Meta,2024,pct_hogares_internet_v2,77.0297010125,nacional,DANE_ECV,%
Nariño,2024,pct_hogares_internet_v2,54.6421459447,nacional,DANE_ECV,%
Norte de Santander,2024,pct_hogares_internet_v2,60.5425476673,nacional,DANE_ECV,%
Putumayo,2024,pct_hogares_internet_v2,38.6461569002,nacional,DANE_ECV,%
Quindío,2024,pct_hogares_internet_v2,63.4136006772,nacional,DANE_ECV,%
Risaralda,2024,pct_hogares_internet_v2,73.0051370042,nacional,DANE_ECV,%
San Andrés,2024,pct_hogares_internet_v2,57.597480927,nacional,DANE_ECV,%
Santander,2024,pct_hogares_internet_v2,65.2477279831,nacional,DANE_ECV,%
Sucre,2024,pct_hogares_internet_v2,46.4422354552,nacional,DANE_ECV,%
Tolima,2024,pct_hogares_internet_v2,76.4671530341,nacional,DANE_ECV,%
Valle,2024,pct_hogares_internet_v2,73.4188891855,nacional,DANE_ECV,%
Vaupés,2024,pct_hogares_internet_v2,26.5486467974,nacional,DANE_ECV,%
Vichada,2024,pct_hogares_internet_v2,15.4164432374,nacional,DANE_ECV,%
